Index,Requirement,Ground Truth,Response,Equivalent
10713,The scenario in which (prop_1) is not true is equivalent to the scenario in which (prop_2) implies (prop_3) .,!prop_1 <-> (prop_2 -> prop_3),(!prop_1) <-> (prop_2 -> prop_3),True
10714,"finally, a sensor retrieves data or a bridge closes and, sooner or later the sensor gathers information afterwards",G!(bridge_closes | sensor_retrieves_data) | F((bridge_closes | sensor_retrieves_data) & F sensor_gathers_information),F((sensor_retrieves_data | bridge_closes) & F(sensor_gathers_information)),False
10715,repeatedly ( prop_1 ) until ( prop_2 ),G(F prop_1 U prop_2),(G prop_1) U prop_2,False
10716,Stay away from building 6 indefinitely,G!building_6,G(!building_6),True
10717,"If (prop_1) is always true, then (prop_2) should be equivalent to (prop_3) .",G prop_1 -> (prop_2 <-> prop_3),G(prop_1) -> (prop_2 <-> prop_3),True
10718,( prop_1 ) or at some time ( prop_2 ),prop_1 | F prop_2,prop_1 | F prop_2,True
10719,Eventually you should take a picture of arch 4 while never entering park 2,F(arch_4 & photo) & G!park_2,F(photo & arch_4) & G(!park_2),True
10720,"If (prop_3), (prop_1) until (prop_2).",prop_3 -> (prop_1 U prop_2),prop_3 -> (prop_1 U prop_2),True
10721,"It is required that at some point ( prop_4 ) and ( prop_1 ) are detected and this is equivalent to the scenario in which ( prop_3 ) is detected , and this will happen until ( prop_2 ) is detected .",(prop_3 <-> (prop_1 & prop_4)) U prop_2,(F(prop_4 & prop_1)) <-> (prop_3 U prop_2),False
10722,(prop_1) and then (prop_2).,prop_1 U prop_2,prop_1 & FX prop_2,False
10723,Make sure you never retrieve cone_1 or cone_2,G!(p_cone_1 | p_cone_2),G(!(p_cone_1 | p_cone_2)),True
10724,Stay away from park 9 until you go to gate 7 and ensure you take a photograph,!park_9 U (gate_7 & photo),(!park_9) U (gate_7 & photo),True
10725,whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G((prop_1 & prop_2)),False
10726,Either deliver the keyboard to the loading_dock or deliver the keyboard to the shelf happens infinitely often.,GF deliver_keyboard_loading_dock | GF deliver_keyboard_shelf,GF(deliver_keyboard_loading_dock | deliver_keyboard_shelf),True
10727,hold orange can infer that when possible have_possession_of apple,hold_orange -> F have_possession_of_apple,G(hold_orange -> F have_possession_of_apple),False
10728,Sometime soon make sure that (prop_3) occurs if and only if both (prop_2) and (prop_1) occur .,(prop_1 & prop_2) <-> F prop_3,F(prop_3 <-> (prop_2 & prop_1)),False
10729,"In case that ( prop_2 ) , and ( prop_3 ) , then the following condition holds : finally there is a certain moment in the future before the end of the execution , after which ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),(prop_2 & prop_3) -> FG prop_1,False
10730,repeatedly ( prop_1 ) until at any time ( prop_2 ),G(F prop_1 U F prop_2),(G prop_1) U (F prop_2),False
10731,"Either deliver the parking_meter to the shelf happens infinitely often, or pickup the baseball_glove happens in the next step.",GF deliver_parking_meter_shelf | X pickup_baseball_glove,GF(deliver_parking_meter_shelf) | X(pickup_baseball_glove),True
10732,"In case that ( prop_3 ) happens and continues to happen until ( prop_1 ) is detected , or else ( prop_2 ) , or else ( prop_4 ) .",prop_2 | prop_4 | (prop_3 U prop_1),((prop_3 U prop_1) | prop_2 | prop_4),True
10733,"Ensure you visit table 8, collect brochure 2, and transport it to table 1",F(table_8 & F(p_brochure_2 & F(pd & table_1))),F(table_8 & F(p_brochure_2 & F(table_1))),False
10734,(prop_1) and (prop_2).,prop_1 & prop_2,prop_1 & prop_2,True
10735,"If you do not do (prop_1), then do either (prop_3) or (prop_2) .",!prop_1 -> (prop_2 | prop_3),!prop_1 -> (prop_3 | prop_2),True
10736,"In the event that ( prop_4 ) , or ( prop_1 ) , then in no time ( prop_3 ) and ( prop_2 ) .",G((prop_1 | prop_4) -> (prop_2 & prop_3)),(prop_4 | prop_1) -> F(prop_3 & prop_2),False
10737,Keep returning to house_2 to collect trash_can_4,GF(house_2 & p_trash_can_4),GF(house_2 & p_trash_can_4),True
10738,"While (prop_3) is not true, make (prop_1) equal to (prop_2) .",!prop_3 & (prop_1 <-> prop_2),(!prop_3) U (prop_1 <-> prop_2),False
10739,"Whenever get_help holds, deliver_aid the safe_hostile holds exactly three steps later.",G(get_help -> XXX deliver_aid_safe_hostile),G(get_help -> X X X deliver_aid_safe_hostile),True
10740,"It is always the case that in case that ( prop_1 ) and ( prop_2 ) , then the following condition holds : ( prop_4 ) or ( prop_3 ) .",G((prop_1 & prop_2) -> (prop_3 | prop_4)),G((prop_1 & prop_2) -> (prop_4 | prop_3)),True
10741,it will happen that a semaphore is red or the car stops after the bar is up and a motorbike has started,G((bar_is_up & motorbike_has_started) -> F(car_stops | semaphore_is_red)),F(semaphore_is_red | ((bar_is_up & motorbike_has_started) -> X car_stops)),False
10742,"It is always the case that everytime when ( prop_1 ) and ( prop_2 ) , then the following condition is true : ( prop_3 ) then this condition will consistently sustain till ( prop_4 ) .",G((prop_1 & prop_2) -> (prop_3 U prop_4)),G((prop_1 & prop_2) -> (prop_3 U prop_4)),True
10743,always ( prop_1 ) or at some time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2),False
10744,if either the engine stops or a train is crossing then under no circumstances either the escalator moves or a table is old,G((engine_stops | train_is_crossing) -> G!(escalator_moves | table_is_old)),(engine_stops | train_is_crossing) -> G(!(escalator_moves | table_is_old)),False
10745,never let_go orange or move_towards trash can,move_towards_trash_can | G!let_go_orange,G(!(let_go_orange | move_towards_trash_can)),False
10746,"At every step, photo debris equals the value of avoid the probable_flood in the next step.",G(photo_debris <-> X avoid_probable_flood),G(photo_debris <-> X avoid_probable_flood),True
10747,"The scenario that ( prop_4 ) happens until ( prop_1 ) happens , or the scenario that ( prop_3 ) is detected , and also the scenario that ( prop_2 ) is detected .",prop_2 & (prop_3 | (prop_4 U prop_1)),(prop_4 U prop_1) | (prop_3 & prop_2),False
10748,at some time reach flag or never drop apple,F reach_flag | G!drop_apple,F reach_flag | G !drop_apple,True
10749,Remain in street_6 until you arrive at intersection_8,street_6 U intersection_8,(street_6 U intersection_8),True
10750,The scenario in which (prop_1) happens and continues until (prop_2) happens is equivalent to the scenario in which (prop_3) happens and then (prop_4) happens .,(prop_3 -> prop_4) <-> (prop_1 U prop_2),(prop_1 U prop_2) <-> (prop_3 & F prop_4),False
10751,"first, it is going to happen that the train has arrived, and then, it will happen that the train derails and a manager handles requests",G!train_has_arrived | F(train_has_arrived & F(manager_handles_requests & train_derails)),F(train_has_arrived & F(train_derails & manager_handles_requests)),False
10752,"always when the car starts and the engine stops then finally, both the engine starts and a semaphore is broken",G((car_starts & engine_stops) -> F(engine_starts & semaphore_is_broken)),G((car_starts & engine_stops) -> F(engine_starts & semaphore_is_broken)),True
10753,Ensure you always stay in area_5,G area_5,G area_5,True
10754,at some time ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F prop_1 | G ! prop_2,False
10755,never ( prop_1 ) and never ( prop_2 ),G(!prop_1 & G!prop_2),G(!prop_1) & G(!prop_2),True
10756,"if whenever venture_to house , whenever venture_to house",1,G(venture_to_house -> G(venture_to_house)),False
10757,"Either finally make (prop_3) happen, or make sure that (prop_1) is equivalent to (prop_2) .",(prop_1 <-> prop_2) | F prop_3,F prop_3 | (prop_1 <-> prop_2),True
10758,Stay away from room_4 until you reach building_4,!room_4 U building_4,(!room_4) U building_4,True
10759,"If ( prop_2 ) then ( prop_3 ) , or else ( prop_4 ) , or else ( prop_1 ) .",prop_1 | prop_4 | (prop_2 -> prop_3),(prop_2 -> prop_3) | (!prop_2 & prop_4) | (!prop_2 & !prop_4 & prop_1),False
10760,whenever reach flag or never drop apple,F reach_flag | G!drop_apple,G(reach_flag | G(!drop_apple)),False
10761,"If (prop_2) then do (prop_3), until you no longer observe (prop_1) .",(prop_2 -> prop_3) U !prop_1,(prop_2 -> (prop_3 U !prop_1)),False
10762,"If (prop_1) happens, then (prop_2), but do not do (prop_3) .",!prop_3 & (prop_1 -> prop_2),G(prop_1 -> (prop_2 & !prop_3)),False
10763,"all the time either an elevator is open, the bar is down or a train has been launched",G(bar_is_down | elevator_is_open | train_has_been_launched),G(elevator_is_open | bar_is_down | train_has_been_launched),True
10764,"If at some point ( prop_4 ) and ( prop_1 ) is detected and this scenario continues until ( prop_3 ) is detected , then ( prop_2 ) .",((prop_1 & prop_4) U prop_3) -> prop_2,F((prop_4 & prop_1) U prop_3) -> prop_2,False
10765,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2)),False
10766,at the blue_room through the room that is not yellow,F blue_room & G!yellow_room,blue_room & !yellow_room,False
10767,It is always the case that if the scenario that ( prop_1 ) takes place then the following condition is true : at the same time instant ( prop_2 ) .,G(prop_1 -> prop_2),G(prop_1 -> prop_2),True
10768,"first, finally, both a motorbike catches fire and the car enters, and then, finally, either a constructor creates instances or a table is old",G!(car_enters & motorbike_catches_fire) | F(car_enters & motorbike_catches_fire & F(constructor_creates_instances | table_is_old)),F((motorbike_catches_fire & car_enters) & F(constructor_creates_instances | table_is_old)),False
10769,take pear and hold apple,hold_apple & take_pear,take_pear & hold_apple,True
10770,"In the case ( prop_3 ) and the scenario that ( prop_2 ) occurs , then ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1),(prop_3 & prop_2) -> prop_1,False
10771,at some time ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),F(prop_1 U G !prop_2),True
10772,Never going to parking lot 5 as you keep photographing car 9,G!parking_lot_5 & GF(car_9 & photo),G(!(parking_lot_5 & photo & car_9)),False
10773,whenever migrate_to tree or at some time have pear,F migrate_to_tree | F have_pear,G(migrate_to_tree | F have_pear),False
10774,don't ( prop_1 ) or whenever ( prop_2 ),!(prop_1 | F prop_2),!prop_1 | G(prop_2 -> prop_2),False
10775,Stay in park 8 until you take a picture of monument 2 and then go to bench 5 and stay there,park_8 U (monument_2 & photo & F(bench_5 & G bench_5)),(park_8 U (photo & monument_2)) & F G bench_5,True
10776,"as both a motorbike falls down and the escalator speeds up, it will happen that the house is built and the train stops",G((escalator_speeds_up & motorbike_falls_down) -> F(house_is_built & train_stops)),(motorbike_falls_down & escalator_speeds_up) -> F(house_is_built & train_stops),False
10777,repeatedly ( prop_1 ) or at some time ( prop_2 ),G(F prop_1 | F prop_2),GF prop_1 | F prop_2,False
10778,"While ( prop_1 ) , or ( prop_2 ) , then in the future before the end of the execution continuously ( prop_3 ) .",G((prop_1 | prop_2) -> G prop_3),(prop_1 | prop_2) -> F G prop_3,False
10779,"Once go_home has occurred, avoid the inactive_gas_leak will never occur again.",G(go_home -> XG!avoid_inactive_gas_leak),F(go_home -> G(!avoid_inactive_gas_leak)),False
10780,"When deliver the backpack to the loading_dock happens, search the vase must hold now or in the next step.",G(deliver_backpack_loading_dock -> (search_vase | X search_vase)),G(deliver_backpack_loading_dock -> (search_vase | X search_vase)),True
10781,at any time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G(prop_1 | prop_2),False
10782,"Globally , if ( prop_3 ) then all of the following conditions hold : ( prop_1 ) , or ( prop_2 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (prop_1 | prop_2)),True
10783,"If (prop_2) is equivalent to (prop_3), then (prop_1) should not occur .",(prop_2 <-> prop_3) -> !prop_1,(prop_2 <-> prop_3) -> !prop_1,True
10784,"at some point in time the train has arrived and, finally, both a table is brown and the bar is up afterwards",G!train_has_arrived | F(train_has_arrived & F(bar_is_up & table_is_brown)),F(train_has_arrived & F(table_is_brown & X bar_is_up)),False
10785,"If it is not the case that ( prop_3 ) is equivalent to ( prop_2 ) , then ( prop_1 ) .",!(prop_2 <-> prop_3) -> prop_1,!(prop_3 <-> prop_2) -> prop_1,True
10786,"During the interval that ( prop_2 ) , and ( prop_3 ) , then ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1),G((prop_2 & prop_3) -> prop_1),True
10787,hold pear or forever hold_onto orange,hold_pear | G hold_onto_orange,hold_pear | G hold_onto_orange,True
10788,"At every step, idle equals the value of get_help in the next step.",G(idle <-> X get_help),G(idle <-> X get_help),True
10789,"Either get_help happens infinitely often, or record the motorcycle on northwest_8th_street happens in the next step.",GF get_help | X record_motorcycle_northwest_8th_street,GF get_help | X record_motorcycle_northwest_8th_street,True
10790,"For all time (prop_1) happens, or if you do (prop_2) then you should do (prop_3) .",(prop_2 -> prop_3) | G prop_1,G(prop_1 | (prop_2 -> prop_3)),False
10791,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G ! prop_2,True
10792,at any time pick_up peach means that at some time stand_by tree,F pick_up_peach -> F stand_by_tree,G(pick_up_peach -> F stand_by_tree),False
10793,It is always the case that when ( prop_1 ) or ( prop_2 ) then the following condition is true : ( prop_3 ) .,G((prop_1 | prop_2) -> prop_3),G((prop_1 | prop_2) -> prop_3),True
10794,"Communicate with the injured_victim must keep holding until, from some point on, photo unsafe_rescuer holds infinitely often.",communicate_injured_victim U GF photo_unsafe_rescuer,communicate_injured_victim U (F G (F photo_unsafe_rescuer)),True
10795,when possible ( prop_1 ) until whenever ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2,False
10796,"If (prop_1) is not the case, then (prop_3) and (prop_2) are equivalent, and vice versa .",!prop_1 <-> (prop_2 <-> prop_3),(!prop_1) <-> (prop_3 <-> prop_2),True
10797,"If ( prop_4 ) then ( prop_2 ) , and ( prop_3 ) , and ( prop_1 ) .",prop_1 & prop_3 & (prop_4 -> prop_2),(prop_4 -> prop_2) & prop_3 & prop_1,True
10798,"At every step, deliver the backpack to the loading_dock equals the value of pickup the skateboard in the next step.",G(deliver_backpack_loading_dock <-> X pickup_skateboard),G(deliver_backpack_loading_dock <-> X pickup_skateboard),True
10799,forever ( prop_1 ) and ( prop_2 ),G(prop_1 & prop_2),G(prop_1) & prop_2,False
10800,at any time reach flag until go_by waste bin,F reach_flag U go_by_waste_bin,G(reach_flag U go_by_waste_bin),False
10801,"Deliver box_1 from store_6 to house_9, then proceed to intersection_5 and remain there permanently",F(store_6 & F(p_box_1 & F(house_9 & pd))) & F(intersection_5 & G intersection_5),F(p_box_1 & store_6 & F(p_box_1 & house_9 & F(intersection_5 & G intersection_5))),False
10802,at some point in time the sensor captures data after the train is crossing or a table is brown,G((table_is_brown | train_is_crossing) -> F sensor_captures_data),F(sensor_captures_data & (F(train_is_crossing) | table_is_brown)),False
10803,when possible obtain orange until at any time stop_by trash can,F obtain_orange U F stop_by_trash_can,F(obtain_orange U G stop_by_trash_can),False
10804,"(prop_1) is equivalent to (prop_4), and if you observe (prop_3), then you should do (prop_2) .",(prop_1 <-> prop_4) & (prop_3 -> prop_2),(prop_1 <-> prop_4) & (prop_3 -> prop_2),True
10805,Pick up box_8 from house_3 and place it in office_2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F(p_box_8 & house_3 & F(p_box_8 & office_2)),False
10806,in the future either the bar is closing or an elevator falls after a train derails,G(train_derails -> F(bar_is_closing | elevator_falls)),F(bar_is_closing | (train_derails -> X elevator_falls)),False
10807,"as either a car starts or a train derails, at some point a train has arrived",G((car_starts | train_derails) -> F train_has_arrived),(car_starts | train_derails) -> F train_has_arrived,False
10808,Pick up cone_2 from police_station_1 and place it in intersection_2 without ever going to park_3.,F(police_station_1 & F(p_cone_2 & F(intersection_2 & pd))) & G!park_3,F(p_cone_2 & police_station_1 & F(pd & intersection_2)) & G(!park_3),False
10809,"While (prop_3), do (prop_1), and when (prop_2), then (prop_4).",(prop_3 -> prop_1) & (prop_2 -> prop_4),(G(prop_3 -> prop_1)) & (G(prop_2 -> prop_4)),False
10810,Our agent must always maintain both record fire_source and record unsafe_victim.,G(record_fire_source & record_unsafe_victim),G(record_fire_source & record_unsafe_victim),True
10811,"If every get_help is eventually followed by recording the car on north_3rd_avenue, then record the jaywalker on northeast_6th_avenue must occur infinitely often.",G(get_help -> F record_car_north_3rd_avenue) -> GF record_jaywalker_northeast_6th_avenue,(G(get_help -> F record_car_north_3rd_avenue)) -> GF record_jaywalker_northeast_6th_avenue,True
10812,In the event that ( prop_3 ) or ( prop_1 ) then in response at sometime in the future before the end of the execution the transition action that ( prop_2 ) needs to eventually happen .,G((prop_1 | prop_3) -> F prop_2),G((prop_3 | prop_1) -> F prop_2),True
10813,"Change light_south yellow should always hold, with at most a two-step grace period for recovery.",!G!(change_light_south_yellow & X change_light_south_yellow),"G(F[0,2] change_light_south_yellow)",False
10814,forever touch flag and drop orange,drop_orange & G touch_flag,G(touch_flag & drop_orange),False
10815,whenever going_to flag means that at any time journey_to tree,F going_to_flag -> F journey_to_tree,G(going_to_flag -> G(journey_to_tree)),False
10816,"sooner or later the sensor gathers information and, sooner or later an elevator falls and the manager collect claims afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(elevator_falls & manager_collect_claims)),F(sensor_gathers_information) & F(elevator_falls & F(manager_collect_claims)),False
10817,"Globally , whenever ( prop_3 ) or ( prop_1 ) , then all of the following conditions hold : for every moment in the future till the simulation ends , ultimately the transition action that ( prop_2 ) has to occur at a time in the future before the execution ends .",G((prop_1 | prop_3) -> GF prop_2),G((prop_3 | prop_1) -> G(F prop_2)),True
10818,"Either make sure that (prop_3) happens eventually, or if (prop_2) happens, then also make sure (prop_1) happens.",(prop_2 -> prop_1) | F prop_3,F prop_3 | (prop_2 -> prop_1),True
10819,Do not (prop_1) at this point!,!prop_1,!prop_1,True
10820,"If every go_home is eventually followed by doing not go near the active_fire_source, then communicate the safe_hostile must occur infinitely often.",G(go_home -> F avoid_active_fire_source) -> GF communicate_safe_hostile,(G(go_home -> F avoid_active_fire_source)) -> GF communicate_safe_hostile,True
10821,"The robot must eventually, avoid pickuping the tie.",F!pickup_tie,F(!pickup_tie),True
10822,The scenario in which ( prop_3 ) or ( prop_2 ) happens is equivalent to the scenario in which ( prop_1 ) happens globally .,(prop_2 | prop_3) <-> G prop_1,(prop_3 | prop_2) <-> G prop_1,True
10823,at the green_room,F green_room,green_room,False
10824,"For all time instants in the future ( prop_1 ) should be detected , or ( prop_2 ) happens in one time , or else ( prop_3 ) happens in one time .",prop_2 | prop_3 | G prop_1,G(prop_1 | F prop_2 | F prop_3),False
10825,It should be the case that at the same time (prop_3) and (prop_2) are true and that (prop_4) is equivalent to (prop_1) .,prop_2 & prop_3 & (prop_1 <-> prop_4),(prop_3 & prop_2) & (prop_4 <-> prop_1),True
10826,Go to parking_lot_5 and stay there forever.,FG parking_lot_5,F G parking_lot_5,True
10827,"Request assistance and go_home never coincide, yet one of them is always true.",G!(get_help & go_home) & G(get_help | go_home),G(!(get_help & go_home) & (get_help | go_home)),True
10828,Eventually (pick up crate 4 and eventually go to park 1 and put down the crate 4 and stay in park 1),F(p_crate_4 & F(park_1 & pd & G park_1)),F(p_crate_4 & F(park_1 & pd & G park_1)),True
10829,"Always ensure (prop_3) is true, or else, do (prop_1) only when (prop_2) happens.",(prop_2 -> prop_1) | G prop_3,G(prop_3 | (prop_1 -> prop_2)),False
10830,"If at some point ( prop_1 ) is equivalent to ( prop_2 ) and this scenario continues until ( prop_4 ) is detected , or else ( prop_3 ) .",prop_3 | ((prop_1 <-> prop_2) U prop_4),F((prop_1 <-> prop_2) U prop_4) | prop_3,False
10831,don't ( prop_1 ) until at some time ( prop_2 ),!(prop_1 U F prop_2),!prop_1 U prop_2,False
10832,It is required that at some point (prop_1) or that (prop_2) is equivalent to the scenario in which (prop_3) happens .,(prop_2 <-> prop_3) | F prop_1,(F prop_1 | prop_2) <-> prop_3,False
10833,never let_go orange or whenever go_to apple,G!let_go_orange | F go_to_apple,G(!let_go_orange) | G(go_to_apple -> F go_to_apple),False
10834,forever move and at any time go_past flag,G move & F go_past_flag,G(move & F go_past_flag),False
10835,"first, it is going to happen that a bridge closes, and then, at some point both the table is brown and the bar is down",G!bridge_closes | F(bridge_closes & F(bar_is_down & table_is_brown)),F(bridge_closes & F(table_is_brown & bar_is_down)),False
10836,Avoid taking pictures until you get to park_5 while going to landmark_4 to take its picture,(!photo U park_5) & F(landmark_4 & photo),(!photo) U (park_5 & F(landmark_4 & F photo)),False
10837,You must eventually record the collision on northeast_9th_avenue or get_help.,F(get_help | record_collision_northeast_9th_avenue),F(record_collision_northeast_9th_avenue | get_help),True
10838,"If photo the vehicle on north_6th_avenue holds, then in the next step photo the car on west_8th_avenue persists until recording the vehicle on east_10th_street holds, or else photo the car on west_8th_avenue holds forever.",photo_vehicle_north_6th_avenue -> X((photo_car_west_8th_avenue U record_vehicle_east_10th_street) | G photo_car_west_8th_avenue),photo_vehicle_north_6th_avenue -> (X(photo_car_west_8th_avenue U record_vehicle_east_10th_street) | G photo_car_west_8th_avenue),False
10839,always both a manager handles requests and a constructor creates instances implies that under no circumstances both the sensor captures data and the brake is released,G((constructor_creates_instances & manager_handles_requests) -> G!(brake_is_released & sensor_captures_data)),G((manager_handles_requests & constructor_creates_instances) -> G(!(sensor_captures_data & brake_is_released))),True
10840,avoid the yellow_room to reach the green_room,F green_room & G!yellow_room,(!yellow_room) U green_room,False
10841,Continuously visit building_5 at regular intervals,GF building_5,GF building_5,True
10842,"It should be the case that if ( prop_4 ) or ( prop_2 ) then ( prop_3 ), and ( prop_1 ) .",prop_1 & ((prop_2 | prop_4) -> prop_3),((prop_4 | prop_2) -> prop_3) & prop_1,True
10843,at any time journey_to tree can infer that approach tree,F journey_to_tree -> approach_tree,G(journey_to_tree -> approach_tree),False
10844,"If ( prop_1 ) happens then ( prop_2 ) and also if ( prop_3 ) happens , the scenario is equivalent to ( prop_4 ) .",prop_4 <-> (prop_3 & (prop_1 -> prop_2)),((prop_1 -> prop_2) & (prop_3 -> prop_4)) <-> prop_4,False
10845,"if at some time ( prop_1 ) , repeatedly ( prop_2 )",F prop_1 -> GF prop_2,F(prop_1) -> G(prop_2),False
10846,every time both an elevator is blocked and a motorbike has stopped,G(elevator_is_blocked & motorbike_has_stopped),G(elevator_is_blocked & motorbike_has_stopped),True
10847,"It is always the case that when the transition action that ( prop_1 ) takes place then all of the following conditions hold : ( prop_3 ) and this scenario must remain uninterruptedly until there is sometime in the future before the simulation ends , at which eventually ( prop_2 ) .",G(prop_1 -> (prop_3 U prop_2)),G(prop_1 -> (prop_3 U F prop_2)),False
10848,repeatedly make_way_to house or when possible obtain pear,GF make_way_to_house | F obtain_pear,GF(make_way_to_house | obtain_pear),False
10849,procure apple or hold apple,hold_apple | procure_apple,procure_apple | hold_apple,True
10850,( prop_3 ) should not happen and continues until at some point ( prop_1 ) and ( prop_2 ) happen .,!prop_3 U (prop_1 & prop_2),(!prop_3) U (prop_1 & prop_2),True
10851,in any case the brake is pressed or the train stops,G(brake_is_pressed | train_stops),G(brake_is_pressed | train_stops),True
10852,"first, it will happen that both a motorbike catches fire and the car enters, and then, at some point a bridge closes",G!(car_enters & motorbike_catches_fire) | F(car_enters & motorbike_catches_fire & F bridge_closes),F((motorbike_catches_fire & car_enters) & F bridge_closes),False
10853,when possible go_by waste basket can infer that at any time venture_to house,F go_by_waste_basket -> F venture_to_house,G(go_by_waste_basket -> G(venture_to_house)),False
10854,capture orange or take pear,capture_orange | take_pear,capture_orange | take_pear,True
10855,Go to park_7 and photo of monument_4,F(park_7 & F(monument_4 & photo)),park_7 & photo & monument_4,False
10856,"Go to building_9 and stay there, but do not at building_9 until you reach street_6",FG building_9 & (!building_9 U street_6),(F(building_9 & G building_9)) & (!building_9 U street_6),True
10857,forever stay and keep apple,keep_apple & G stay,G(stay & keep_apple),False
10858,at the red_room,F red_room,red_room,False
10859,always the bar is down or the house is open implies that under no circumstances the escalator is blocked or a car starts,G((bar_is_down | house_is_open) -> G!(car_starts | escalator_is_blocked)),G((bar_is_down | house_is_open) -> G(!(escalator_is_blocked | car_starts))),True
10860,"Whenever search the toaster holds, pickup the bus holds as well.",G(search_toaster -> pickup_bus),G(search_toaster -> pickup_bus),True
10861,Go to statue 7 and take a picture,F(photo & statue_7),F(statue_7 & F photo),False
10862,Fetch bottle_3 from store 1 and drop it off in hospital_2.,F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd))),F(p_bottle_3 & shop_1 & F(pd & hospital_2)),False
10863,Stay out of street 4 until you get to intersection 2 and retrieve trash 13 from house 13,(!street_4 U intersection_2) & F(house_13 & p_trash_13),(!street_4) U (intersection_2 & p_trash_13 & house_13),False
10864,"If every deliver_aid the safe_hostile is eventually followed by doing not go near the inactive_debris, then photo injured_rescuer must occur infinitely often.",G(deliver_aid_safe_hostile -> F avoid_inactive_debris) -> GF photo_injured_rescuer,(G(deliver_aid_safe_hostile -> F avoid_inactive_debris)) -> GF photo_injured_rescuer,True
10865,The robot must always maintain both pickup the bowl and pickup the remote.,G(pickup_bowl & pickup_remote),G(pickup_bowl & pickup_remote),True
10866,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1) | prop_2,False
10867,at some time ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),F(prop_1 U prop_2),True
10868,"If ( prop_2 ) is not detected and ( prop_3 ) , or else ( prop_1 ) .",prop_1 | (!prop_2 & prop_3),(!prop_2 & prop_3) | prop_1,True
10869,"For each time instant ( prop_2 ) and ( prop_3 ) should be true , or else ( prop_1 ) .",prop_1 | G(prop_2 & prop_3),G((prop_2 & prop_3) | prop_1),False
10870,if a car stops or the bar has to be repaired then every time a semaphore is red and the brake is released,G((bar_has_to_be_repaired | car_stops) -> G(brake_is_released & semaphore_is_red)),(car_stops | bar_has_to_be_repaired) -> G(semaphore_is_red & brake_is_released),False
10871,"if both the engine starts and a semaphore is broken then never, either the brake is released or the engine starts",G((engine_starts & semaphore_is_broken) -> G!(brake_is_released | engine_starts)),(engine_starts & semaphore_is_broken) -> G !(brake_is_released | engine_starts),False
10872,never ( prop_1 ) until at any time ( prop_2 ),G(!prop_1 U F prop_2),(!prop_1) U (F prop_2),False
10873,don't ( prop_1 ) and ( prop_2 ),!(prop_2 & F prop_1),!(prop_1 & prop_2),False
10874,when possible venture_to house until at some time reach flag,F venture_to_house U F reach_flag,G(venture_to_house U F reach_flag),False
10875,( prop_1 ) or don't ( prop_2 ),prop_1 | !prop_2,prop_1 | !prop_2,True
10876,"Until either (prop_4) or (prop_2) happens, if (prop_3) happens, then (prop_1) should also happen.",(prop_3 -> prop_1) U (prop_2 | prop_4),((prop_3 -> prop_1) U (prop_4 | prop_2)),True
10877,at blue_room by using green or yellow_rooms first,F((green_room | yellow_room) & F blue_room),F((green_room | yellow_room) U blue_room),False
10878,Go to bedroom 2 to grab bottle 3 and put it down in kitchen 4,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),True
10879,"If (prop_3) occurs, keep it true until (prop_4), and in the meantime, you can do either (prop_2) or (prop_1) .",(prop_1 | prop_2) & (prop_3 U prop_4),G(prop_3 -> (prop_3 U prop_4) & G(prop_3 -> (prop_1 | prop_2))),False
10880,( prop_2 ) and ( prop_3 ) and ( prop_4 ) then in response ( prop_1 ) .,(prop_2 & prop_3 & prop_4) -> prop_1,G((prop_2 & prop_3 & prop_4) -> F prop_1),False
10881,"at some point in time either a car enters or the motorbike has started and, at some point in time either the bar is down or a motorbike is driven afterwards",G!(car_enters | motorbike_has_started) | F((car_enters | motorbike_has_started) & F(bar_is_down | motorbike_is_driven)),F(car_enters | motorbike_has_started) & F(bar_is_down | X motorbike_is_driven),False
10882,"Whenever get_help holds, from the next step onwards deliver the kite to the shelf will eventually hold.",G(get_help -> XF deliver_kite_shelf),G(get_help -> X F deliver_kite_shelf),True
