Index,Requirement,Ground Truth,Response,Equivalent
6830,Either change light_east yellow or photo the collision on southeast_1st_avenue happens infinitely often.,GF change_light_east_yellow | GF photo_collision_southeast_1st_avenue,GF(change_light_east_yellow | photo_collision_southeast_1st_avenue),True
6831,pick_up flag and seize apple,pick_up_flag & seize_apple,F(pick_up_flag & seize_apple),False
6832,"While ( prop_1 ) and ( prop_2 ) , then in response ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3),G((prop_1 & prop_2) -> prop_3),True
6833,whenever ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),G(prop_1 U !prop_2),False
6834,The scenario in which (prop_2) and (prop_1) happen at the same time is equivalent to the scenario in which (prop_4) happens and continues until (prop_3) .,(prop_1 & prop_2) <-> (prop_4 U prop_3),(prop_1 & prop_2) <-> (prop_4 U prop_3),True
6835,"If photo safe_rescuer holds and go_home holds next, then record debris holds in the step after that.",G((photo_safe_rescuer & X go_home) -> XX record_debris),G((photo_safe_rescuer & X go_home) -> XX record_debris),True
6836,"at a certain moment both the brake is pressed and a motorbike has stopped and, in the future a sensor captures data and a sensor gathers information afterwards",G!(brake_is_pressed & motorbike_has_stopped) | F(brake_is_pressed & motorbike_has_stopped & F(sensor_captures_data & sensor_gathers_information)),F((brake_is_pressed & motorbike_has_stopped) & F(sensor_captures_data & F sensor_gathers_information)),False
6837,do not ( prop_1 ) or at some time ( prop_2 ),!(prop_1 | F prop_2),(!prop_1 | F prop_2),False
6838,"Continue staying in park 5 until you photograph monument 2, and then move to intersection 5 and remain there",park_5 U (monument_2 & photo & F(intersection_5 & G intersection_5)),(park_5 U (photo & monument_2)) & F(G intersection_5),True
6839,always when the sensor captures data and the escalator speeds up then in the future the bridge opens and the brake is released,G((escalator_speeds_up & sensor_captures_data) -> F(brake_is_released & bridge_opens)),G((sensor_captures_data & escalator_speeds_up) -> F(bridge_opens & brake_is_released)),True
6840,repeatedly ( prop_1 ) or when possible ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1) | GF(prop_2),True
6841,at some point both the motorbike catches fire and the brake is released,F(brake_is_released & motorbike_catches_fire),F(motorbike_catches_fire & brake_is_released),True
6842,never let_go or gather apple,gather_apple | G!let_go,G(!let_go | gather_apple),False
6843,"When communicate the injured_rescuer happens, photo flood must hold now or in the next step.",G(communicate_injured_rescuer -> (photo_flood | X photo_flood)),G(communicate_injured_rescuer -> (photo_flood | X photo_flood)),True
6844,when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),GF(prop_1 | prop_2),False
6845,"It is always the case that if ( prop_2 ) , then in response ( prop_3 ) , or ( prop_1 ) .",G(prop_2 -> (prop_1 | prop_3)),G(prop_2 -> (F prop_3 | prop_1)),False
6846,"The robot must eventually, avoid calling for help.",F!get_help,F(!get_help),True
6847,"sooner or later a bridge closes and, it is going to happen that both the sensor gathers information and the motorbike catches fire afterwards",G!bridge_closes | F(bridge_closes & F(motorbike_catches_fire & sensor_gathers_information)),F(bridge_closes & F(sensor_gathers_information & F(motorbike_catches_fire))),False
6848,Either idle or deliver the boat to the shelf happens infinitely often.,GF idle | GF deliver_boat_shelf,GF(idle | deliver_boat_shelf),True
6849,"If (prop_2) occurs, then keep it true until (prop_1), or else do not do (prop_3) .",!prop_3 | (prop_2 U prop_1),G(prop_2 -> (prop_2 U prop_1)) & (!prop_2 -> !prop_3),False
6850,always have_in orange or approach trash can,approach_trash_can | G have_in_orange,G(have_in_orange | approach_trash_can),False
6851,"At every step, get_help equals the value of photo unstable_beam in the next step.",G(get_help <-> X photo_unstable_beam),G(get_help <-> X photo_unstable_beam),True
6852,"For all time (prop_2) is true, or else (prop_3) is equivalent to (prop_1) .",(prop_1 <-> prop_3) | G prop_2,G(prop_2 | (prop_3 <-> prop_1)),False
6853,"As long as (prop_1) is always true, or else if (prop_2) then (prop_3) .",(prop_2 -> prop_3) | G prop_1,G(prop_1 | (prop_2 -> prop_3)),False
6854,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G(!prop_2),True
6855,when possible bring pear means that whenever venture_to house,F bring_pear -> F venture_to_house,G(venture_to_house -> bring_pear),False
6856,approach trash can until repeatedly grab tree,approach_trash_can U GF grab_tree,GF(approach_trash_can U grab_tree),True
6857,"if never let_go apple , at any time going_to flag",G!let_go_apple -> F going_to_flag,G(!let_go_apple) -> G(going_to_flag),False
6858,when possible ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),prop_1 U prop_2,False
6859,"If it is not the case that (prop_1), then it must be equal to the case that (prop_2) is equivalent to (prop_3) .",!prop_1 <-> (prop_2 <-> prop_3),(!prop_1) -> (prop_2 <-> prop_3),False
6860,If ( prop_3 ) then ( prop_2 ) happens and ( prop_4 ) and also ( prop_1 ) .,prop_1 & prop_4 & (prop_3 -> prop_2),prop_3 -> (prop_2 & prop_4 & prop_1),False
6861,"At every step, communicate the safe_rescuer equals the value of photo flood in the next step.",G(communicate_safe_rescuer <-> X photo_flood),G(communicate_safe_rescuer <-> X photo_flood),True
6862,forever ( prop_1 ) and ( prop_2 ),G(prop_1 & prop_2),G(prop_1 & prop_2),True
6863,at some time present_at flag until go_by waste bin,F present_at_flag U go_by_waste_bin,F(present_at_flag U go_by_waste_bin),False
6864,sooner or later a semaphore is red or a train stops,F(semaphore_is_red | train_stops),F (semaphore_is_red | train_stops),True
6865,every time either the table is old or the sensor retrieves data then it will happen that the sensor captures data,G((sensor_retrieves_data | table_is_old) -> F sensor_captures_data),G((table_is_old | sensor_retrieves_data) -> F sensor_captures_data),True
6866,( prop_2 ) does not happen is equivalent to the scenario in which ( prop_3 ) happens and then ( prop_1 ) happens .,!prop_2 <-> (prop_3 -> prop_1),G(!prop_2) <-> (prop_3 & F prop_1),False
6867,"You do (prop_4) and it is equivalent to (prop_2), and you should do (prop_3) if you observe (prop_1) .",(prop_2 <-> prop_4) & (prop_3 -> prop_1),(prop_4 & (prop_4 <-> prop_2) & (prop_1 -> prop_3)),False
6868,Collect box_8 from house_3 and transport it to office_2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F(p_box_8 & house_3 & F(p_box_8 & office_2)),False
6869,always when a sensor captures data then it is going to happen that the table is old or the train has arrived,G(sensor_captures_data -> F(table_is_old | train_has_arrived)),G(sensor_captures_data -> F(table_is_old | train_has_arrived)),True
6870,"as either a motorbike has stopped or the house is built, it will happen that a train has arrived",G((house_is_built | motorbike_has_stopped) -> F train_has_arrived),(motorbike_has_stopped | house_is_built) -> F train_has_arrived,False
6871,Get package_2 from store_3 and take it to house_2 but do not enter mall_1,F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1,F(store_3 & p_package_2 & F(house_2 & pd)) & G(!mall_1),False
6872,"If you do (prop_1), then you should do (prop_4), and if you do (prop_3), then you should do (prop_2) .",(prop_1 -> prop_4) & (prop_3 -> prop_2),G((prop_1 -> F prop_4) & (prop_3 -> F prop_2)),False
6873,You must always maintain both go_home and deliver_aid the injured_hostile.,G(deliver_aid_injured_hostile & go_home),G(go_home & deliver_aid_injured_hostile),True
6874,"If every get_help is eventually followed by going home, then communicate the injured_rescuer must occur infinitely often.",G(get_help -> F go_home) -> GF communicate_injured_rescuer,(G(get_help -> F go_home)) -> GF communicate_injured_rescuer,True
6875,"Everytime when ( prop_3 ) , or ( prop_2 ) , then the following condition holds : at a certain moment in the future , ( prop_1 ) .",G((prop_2 | prop_3) -> F prop_1),G((prop_3 | prop_2) -> F prop_1),True
6876,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1 | prop_2),True
6877,forever have_in orange and approach trash can,approach_trash_can & G have_in_orange,G(have_in_orange & approach_trash_can),False
6878,at any time get_hold orange means that when possible obtain apple,F get_hold_orange -> F obtain_apple,G(get_hold_orange -> F obtain_apple),False
6879,"It is always the case that everytime when the transition action that ( prop_1 ) happens , or ( prop_2 ) then in response starting without any delay ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3),G((prop_1 | prop_2) -> X prop_3),False
6880,"Globally , if ( prop_1 ) , or ( prop_3 ) then the following condition holds : for each moment in the future till the execution ends , at a time in the future , eventually the event that ( prop_2 ) will have to occur .",G((prop_1 | prop_3) -> GF prop_2),G((prop_1 | prop_3) -> G F prop_2),True
6881,"You should either keep (prop_3) true eventually or if (prop_1), make sure (prop_2) is also true .",(prop_1 -> prop_2) | F prop_3,F prop_3 | (prop_1 -> prop_2),True
6882,"Either (prop_2) or (prop_1) should be true, and (prop_3) should be true all the time .",(prop_1 | prop_2) & G prop_3,(prop_1 | prop_2) & G prop_3,True
6883,"If every search the remote is eventually followed by search the snowboard, then search the zebra must occur infinitely often.",G(search_remote -> F search_snowboard) -> GF search_zebra,G(search_remote -> F search_snowboard) -> GF search_zebra,True
6884,"The system must eventually, avoid looking for the clock.",F!search_clock,F(!search_clock),True
6885,"For all time instances, ( prop_1 ) is true if and only if ( prop_3 ) or ( prop_2 ) is true.",(prop_2 | prop_3) <-> G prop_1,G(prop_1 <-> (prop_3 | prop_2)),False
6886,move to yellow_room,F yellow_room,F yellow_room,True
6887,"For all time instants in the future ( prop_3 ) should be detected , or ( prop_1 ) happens in one time , or else ( prop_2 ) happens in one time .",prop_1 | prop_2 | G prop_3,G(prop_3 | F prop_1 | F prop_2),False
6888,"( prop_1 ) is detected all the time until at some point in the future that ( prop_4 ) is detected, the above condition should be equivalent to the condition that ( prop_2 ), or ( prop_3 ) should be true .",prop_3 | (prop_2 <-> (prop_1 U prop_4)),(prop_1 U prop_4) <-> (prop_2 | prop_3),False
6889,Keep taking box_2 from store_4 to hall_8,GF(store_4 & F(p_box_2 & F(hall_8 & pd))),G(p_box_2 & store_4 -> F(p_box_2 & hall_8)),False
6890,The robot must eventually avoid the inactive_fire_source or communicate the safe_rescuer.,F(avoid_inactive_fire_source | communicate_safe_rescuer),F(avoid_inactive_fire_source | communicate_safe_rescuer),True
6891,do not pick_up anything and at any time journey_by house,!F pick_up_anything & F journey_by_house,G(!pick_up_anything & journey_by_house),False
6892,whenever ( prop_1 ) and do not ( prop_2 ),F(prop_1 & !F prop_2),G((prop_1 & !prop_2) -> (prop_1 & !prop_2)),False
6893,"In case that ( prop_2 ) or ( prop_4 ) then ( prop_1 ) should happen , or else ( prop_3 ) .",prop_3 | ((prop_2 | prop_4) -> prop_1),G((prop_2 | prop_4) -> F prop_1) | G(!prop_2 & !prop_4 -> prop_3),False
6894,do not ( prop_1 ) until whenever ( prop_2 ),!(prop_1 U F prop_2),(!prop_1) U prop_2,False
6895,Either make (prop_3) happen at some time or make sure (prop_1) and (prop_2) are equivalent .,(prop_1 <-> prop_2) | F prop_3,F prop_3 | G (prop_1 <-> prop_2),False
6896,whenever ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),G(prop_1 U prop_2),False
6897,forever move and at some time be_at house,G move & F be_at_house,G(move) & F(be_at_house),True
6898,"it will happen that a sensor gathers information and, eventually, the table is brown and the bar is down afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bar_is_down & table_is_brown)),F(sensor_gathers_information & F(table_is_brown & F(bar_is_down))),False
6899,Avoid going to park_5 until you reach intersection_5 as you take a photo of monument_3,(!park_5 U intersection_5) & F(monument_3 & photo),(!park_5) U (intersection_5 & photo),False
6900,The robot must eventually change light_north green or record the pedestrian on southeast_6th_street.,F(change_light_north_green | record_pedestrian_southeast_6th_street),F (change_light_north_green | record_pedestrian_southeast_6th_street),True
6901,"If record safe_person holds, then in the next step record safe_rescuer persists until deliver_aid the injured_victim holds, or else record safe_rescuer holds forever.",record_safe_person -> X((record_safe_rescuer U deliver_aid_injured_victim) | G record_safe_rescuer),record_safe_person -> (X (record_safe_rescuer U deliver_aid_injured_victim) | G record_safe_rescuer),False
6902,under no circumstances both the engine starts and the semaphore is broken after both the bar is closing and the elevator is blocked,G((bar_is_closing & elevator_is_blocked) -> G!(engine_starts & semaphore_is_broken)),G((bar_is_closing & elevator_is_blocked) -> G(!(engine_starts & semaphore_is_broken))),True
6903,at the red_room avoiding the yellow_room,F red_room & G!yellow_room,red_room & !yellow_room,False
6904,Always avoid going to hall 1 to pick up file 6,G!(hall_1 & p_file_6),G(!(hall_1 & p_file_6)),True
6905,If ( prop_4 ) or ( prop_1 ) then ( prop_2 ) and also ( prop_3 ) .,prop_3 & ((prop_1 | prop_4) -> prop_2),(prop_4 | prop_1) -> (prop_2 & prop_3),False
6906,"when at any time approach house , pick_up pear",F approach_house -> pick_up_pear,G(approach_house -> F pick_up_pear),False
6907,"If ( prop_1 ) then ( prop_3 ) and also ( prop_2 ) is true , the above scenario is equivalent to ( prop_4 ) .",prop_4 <-> (prop_2 & (prop_1 -> prop_3)),((prop_1 -> (prop_3 & prop_2)) <-> prop_4),False
6908,"eventually, the elevator rises or a motorbike has stopped or the bar is up",F(bar_is_up | elevator_rises | motorbike_has_stopped),F (elevator_rises | motorbike_has_stopped | bar_is_up),True
6909,never ( prop_1 ) means that when possible ( prop_2 ),G!prop_1 -> F prop_2,G(!prop_1) -> G(prop_2),False
6910,"Globally , when ( prop_2 ) , then all of the following conditions are true : ( prop_3 ) , and until then consecutively ( prop_1 ) .",G(prop_2 -> (prop_3 U prop_1)),G(prop_2 -> (prop_1 U prop_3)),False
6911,"If it is not the case that ( prop_2 ) then ( prop_3 ) , and ( prop_1 ) .",prop_1 & (!prop_2 -> prop_3),(!prop_2 -> prop_3) & prop_1,True
6912,pick_up flag or collect pear,collect_pear | pick_up_flag,pick_up_flag | collect_pear,True
6913,"If it is not the case that ( prop_2 ) implies ( prop_3 ) should happen, or else ( prop_1 ) should be true .",prop_1 | !(prop_2 -> prop_3),(! (prop_2 -> F prop_3)) | prop_1,False
6914,in any case the house collapses or the escalator speeds up,G(escalator_speeds_up | house_collapses),(house_collapses | escalator_speeds_up),False
6915,"if at some time get orange , when possible go_visit house",F get_orange -> F go_visit_house,F(get_orange) -> F(go_visit_house),True
6916,move_to tree or drop orange,drop_orange | move_to_tree,move_to_tree | drop_orange,True
6917,First at park_7 and after that photo of monument_4,F(park_7 & F(monument_4 & photo)),F(park_7 & F photo),False
6918,"Begin recording unstable_beam must keep holding until, from some point on, communicate the safe_victim holds infinitely often.",record_unstable_beam U GF communicate_safe_victim,record_unstable_beam U (G (F communicate_safe_victim)),True
6919,forever touch flag and take_to tree,take_to_tree & G touch_flag,G(touch_flag & take_to_tree),False
6920,move to green_room,F green_room,F green_room,True
6921,"whenever the engine breaks or a sensor gathers information then never, the train stops or the semaphore is red",G((engine_breaks | sensor_gathers_information) -> G!(semaphore_is_red | train_stops)),G((engine_breaks | sensor_gathers_information) -> G(!(train_stops | semaphore_is_red))),True
6922,"Whenever communicate the injured_hostile holds, record gas_leak holds as well.",G(communicate_injured_hostile -> record_gas_leak),G(communicate_injured_hostile -> record_gas_leak),True
6923,"If at some point ( prop_2 ) then ( prop_4 ) happens and this scenario will hold until ( prop_1 ) , or else ( prop_3 ) .",prop_3 | ((prop_2 -> prop_4) U prop_1),G(prop_2 -> (prop_4 U prop_1)) | prop_3,False
6924,Take trash_4 from house_4 to garbage_dump_1,F(house_4 & F(p_trash_4 & F(garbage_dump_1 & pd))),F(pd & p_trash_4 & house_4) & F(pd & p_trash_4 & garbage_dump_1),False
6925,"Do not take any pictures before reaching park 5, and ensure you eventually take a picture of landmark 4",(!photo U park_5) & F(landmark_4 & photo),(!photo U park_5) & F(photo & landmark_4),True
6926,"If every avoid the nearest_fire_source is eventually followed by begining recording unsafe_civilian, then communicate the injured_victim must occur infinitely often.",G(avoid_nearest_fire_source -> F record_unsafe_civilian) -> GF communicate_injured_victim,G(avoid_nearest_fire_source -> F record_unsafe_civilian) -> GF communicate_injured_victim,True
6927,You must always maintain both search the broccoli and pickup the kite.,G(pickup_kite & search_broccoli),G(search_broccoli & pickup_kite),True
6928,sooner or later the elevator is open and an elevator falls,F(elevator_falls & elevator_is_open),F (elevator_is_open & elevator_falls),True
6929,don't let_go pear or approach tree,approach_tree | !let_go_pear,G(!let_go_pear & !approach_tree),False
6930,forever have apple and do not pick_up anything,G have_apple & !F pick_up_anything,G(have_apple & !pick_up_anything),True
6931,don't ( prop_1 ) and ( prop_2 ),!(prop_2 & F prop_1),!(prop_1 & prop_2),False
6932,"If (prop_1) doesn't happen, then make sure (prop_2) happens until (prop_3) .",!prop_1 -> (prop_2 U prop_3),!prop_1 -> (prop_2 U prop_3),True
6933,( prop_1 ) or do not ( prop_2 ),prop_1 | !prop_2,prop_1 | !prop_2,True
6934,never ( prop_1 ) or forever ( prop_2 ),G(!prop_1 | G prop_2),G(!prop_1) | G(prop_2),False
6935,"always when either the escalator moves or the car enters then eventually, the car starts or a car stops",G((car_enters | escalator_moves) -> F(car_starts | car_stops)),G((escalator_moves | car_enters) -> F(car_starts | car_stops)),True
6936,Pick up bottle 3 from store 1 and deliver it to hospital 2.,F(shop_1 & F(p_bottle_3 & F(hospital_2 & pd))),F(p_bottle_3 & shop_1 & pd & F(p_bottle_3 & hospital_2 & pd)),False
6937,(prop_1) or (prop_2). (prop_3) until (prop_4).,(prop_1 | prop_2) & (prop_3 U prop_4),(prop_1 | prop_2) & (prop_3 U prop_4),True
6938,"(prop_3) is not true, and (prop_2) should happen until (prop_1) is true .",!prop_3 & (prop_2 U prop_1),(!prop_3) & (prop_2 U prop_1),True
6939,Never at hall_1 to collect file_6 under any circumstances,G!(hall_1 & p_file_6),G(!(hall_1 & p_file_6)),True
6940,it is always true that an elevator falls and a car starts,G(car_starts & elevator_falls),G(elevator_falls & car_starts),True
6941,at the red_room move the yellow thing into the green_room,F(red_room & F green_room),F(red_room & F(green_room)),True
6942,whenever present_at flag or at any time present_at flag,F present_at_flag,G(present_at_flag),False
6943,"Globally , when the event that ( prop_1 ) is observed , then all of the following conditions are true : promptly ( prop_2 ) , or in no time ( prop_3 ) .",G(prop_1 -> (prop_2 | prop_3)),G(prop_1 -> (X prop_2 | prop_3)),False
6944,"if hold pear , pick_up orange",hold_pear -> pick_up_orange,G(hold_pear -> pick_up_orange),False
6945,"If at some point ( prop_3 ) is equivalent to ( prop_2 ) and this scenario continues until ( prop_1 ) , or else ( prop_4 ) .",prop_4 | ((prop_2 <-> prop_3) U prop_1),F((prop_3 <-> prop_2) U prop_1) | prop_4,False
6946,"if forever ( prop_1 ) , ( prop_2 )",G prop_1 -> prop_2,G(prop_1) -> prop_2,True
6947,forever have_in orange and at any time go_to trashcan,G have_in_orange & F go_to_trashcan,G(have_in_orange) & GF(go_to_trashcan),False
6948,"It is always the case that everytime when ( prop_2 ) , and ( prop_3 ) , then in response there will finally exist sometime in the future before the end of the execution , at which uninterruptedly ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),G((prop_2 & prop_3) -> F prop_1),False
6949,"Whenever get_help holds, pickup the potted_plant holds as well.",G(get_help -> pickup_potted_plant),G(get_help -> pickup_potted_plant),True
6950,repeatedly ( prop_1 ) means that at some time ( prop_2 ),GF prop_1 -> F prop_2,GF prop_1 -> F prop_2,True
6951,"Globally , when the event that ( prop_1 ) is observed , then the following condition is true : at the same time point ( prop_3 ) or at the same time ( prop_2 ) .",G(prop_1 -> (prop_2 | prop_3)),G(prop_1 -> (prop_3 | prop_2)),True
6952,always ( prop_1 ) or at any time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2),False
6953,"Whenever change light_north green holds, from the next step onwards record the jaywalker on south_1st_avenue will eventually hold.",G(change_light_north_green -> XF record_jaywalker_south_1st_avenue),G(change_light_north_green -> X F record_jaywalker_south_1st_avenue),True
6954,Locate the chair holds at all times.,G search_chair,G search_chair,True
6955,grab_hold pear or never drop orange,grab_hold_pear | G!drop_orange,grab_hold_pear | G(!drop_orange),True
6956,( prop_1 ) or repeatedly ( prop_2 ),prop_1 | GF prop_2,prop_1 | GF prop_2,True
6957,"If both ( prop_3 ) and ( prop_1 ) do not happen , then ( prop_2 ) .",!(prop_1 & prop_3) -> prop_2,(!prop_3 & !prop_1) -> prop_2,False
6958,Our agent must eventually photo the person on southwest_10th_avenue and change light_north green.,F(change_light_north_green & photo_person_southwest_10th_avenue),F(photo_person_southwest_10th_avenue & change_light_north_green),True
6959,Move to parking lot 5 and stay in that location permanently.,FG parking_lot_5,F G parking_lot_5,True
6960,Ensure you repeatedly ccapture images of landmark 21,GF(landmark_21 & photo),GF(photo & landmark_21),True
6961,under no condition the manager collect claims or the bar is down,G!(bar_is_down | manager_collect_claims),G(!(manager_collect_claims | bar_is_down)),True
6962,"first, at some point in time a train has been launched and the semaphore is yellow, and then, sooner or later the train has been launched and the constructor creates instances",G!(semaphore_is_yellow & train_has_been_launched) | F(semaphore_is_yellow & train_has_been_launched & F(constructor_creates_instances & train_has_been_launched)),F((train_has_been_launched & semaphore_is_yellow) & F(train_has_been_launched & constructor_creates_instances)),False
6963,"Keep (prop_1) until (prop_3), and in the meantime,  if (prop_4) then (prop_2) should happen .",(prop_4 -> prop_2) & (prop_1 U prop_3),(prop_1 U prop_3) & G(!(prop_3) -> (prop_4 -> prop_2)),False
6964,Keep visiting parking_lot_4 as you take document_4 from car_5 to car_6,GF parking_lot_4 & F(car_5 & F(p_document_4 & F(car_6 & pd))),G(parking_lot_4) & (p_document_4 & car_5) U (p_document_4 & car_6),False
6965,go through the green_room to the red_room,F(green_room & F red_room),F(green_room & F red_room),True
6966,"If change light_north red holds and record the cyclist on northeast_2nd_street holds next, then record the car on southeast_10th_street holds in the step after that.",G((change_light_north_red & X record_cyclist_northeast_2nd_street) -> XX record_car_southeast_10th_street),(change_light_north_red & X record_cyclist_northeast_2nd_street) -> XX record_car_southeast_10th_street,False
6967,"Eventually, (prop_2) being true is equivalent to both (prop_3) and (prop_1) being true at the same time.",(prop_1 & prop_3) <-> F prop_2,F(prop_2 <-> (prop_3 & prop_1)),False
6968,Go to park 8 and never leave,FG park_8,F G park_8,True
6969,( prop_1 ) until at some time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
6970,forever stay and whenever migrate_to tree,G stay & F migrate_to_tree,G(stay & (migrate_to_tree -> stay)),False
6971,Make sure you do not (prop_2) until (prop_1).,!prop_2 U prop_1,(!prop_2) U prop_1,True
6972,Stay out of building 1 until you get to street 4.,!building_1 U street_4,(!building_1) U street_4,True
6973,"Request assistance should always hold, with at most a two-step grace period for recovery.",!G!(get_help & X get_help),G(get_help | X get_help | XX get_help),False
6974,it will happen that the escalator speeds up and together the escalator is blocked and a semaphore is green,F(escalator_is_blocked & escalator_speeds_up & semaphore_is_green),F(escalator_speeds_up & (escalator_is_blocked & semaphore_is_green)),True
6975,( prop_1 ) and ( prop_2 ),prop_1 & prop_2,prop_1 & prop_2,True
6976,"Eventually go to house 3, pick up pass 2, and deliver it to office 2, while ensuring you do not enter street 5 before picking up pass 2",F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2),F(house_3 & F(p_pass_2 & F(office_2))) & (!street_5 U p_pass_2),False
6977,"Globally , during the interval that ( prop_1 ) , then all of the following conditions are true : the transition action that ( prop_2 ) shall eventually happen at a certain time point in the future before the execution ends .",G(prop_1 -> F prop_2),G(prop_1 -> F prop_2),True
6978,"sooner or later either a train is crossing or the elevator rises and, it is going to happen that either the engine breaks or the semaphore is yellow afterwards",G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(engine_breaks | semaphore_is_yellow)),F((train_is_crossing | elevator_rises) & F(engine_breaks | X semaphore_is_yellow)),False
6979,get_to tree or reach house,get_to_tree | reach_house,F (get_to_tree | reach_house),False
6980,"It is always the case that whenever ( prop_2 ) , or the event that ( prop_3 ) is detected then in response right away ( prop_4 ) and ( prop_1 ) .",G((prop_2 | prop_3) -> (prop_1 & prop_4)),G((prop_2 | prop_3) -> X(prop_4 & prop_1)),False
6981,"Globally , whenever ( prop_1 ) or ( prop_2 ) , then all of the following conditions hold : there needs to be a time in the future before the simulation ends , at which ( prop_4 ) , and till then ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_4 U prop_3)),G((prop_1 | prop_2) -> (prop_3 U prop_4)),False
6982,repeatedly ( prop_1 ) or when possible ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1) | GF(prop_2),True
6983,"During the interval that ( prop_2 ) , or ( prop_1 ) then the following condition is true : ( prop_4 ) , or starting without any delay ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_3 | prop_4)),G((prop_2 | prop_1) -> (prop_4 | prop_3)),True
6984,"If it is not the case that ( prop_1 ) and ( prop_3 ) , then ( prop_2 ) .",!(prop_1 & prop_3) -> prop_2,!(prop_1 & prop_3) -> prop_2,True
6985,at any time a constructor instantiate objects and together the bar is down and a manager collect claims,G(bar_is_down & constructor_instantiate_objects & manager_collect_claims),G(constructor_instantiate_objects & bar_is_down & manager_collect_claims),True
6986,"If not (prop_1), then (prop_4), otherwise while (prop_5), do (prop_2) or (prop_3).",(!prop_1 -> prop_4) | (prop_5 -> (prop_2 | prop_3)),(!prop_1 -> prop_4) & (prop_1 -> G(prop_5 -> (prop_2 | prop_3))),False
6987,Either keep (prop_1) until (prop_2) or make sure that (prop_3) is equivalent to (prop_4) .,(prop_3 <-> prop_4) | (prop_1 U prop_2),(prop_1 U prop_2) | G(prop_3 <-> prop_4),False
6988,whenever either the bridge closes or the bridge opens then it is always the case that the semaphore is yellow,G((bridge_closes | bridge_opens) -> G semaphore_is_yellow),G((bridge_closes | bridge_opens) -> G(semaphore_is_yellow)),True
6989,"Make sure that (prop_3) is always true, and then do (prop_2) and (prop_1) .",G prop_3 -> (prop_1 & prop_2),G(prop_3) & F(prop_2 & prop_1),False
6990,never let_go orange means that acquire apple,G!let_go_orange -> acquire_apple,G(!let_go_orange -> acquire_apple),False
6991,never let_go apple or when possible go_near pear,G!let_go_apple | F go_near_pear,G(!let_go_apple | F go_near_pear),False
6992,"If ( prop_3 ) then ( prop_1 ) happens , and also ( prop_2 ) .",prop_2 & (prop_3 -> prop_1),(prop_3 -> (F prop_1 & prop_2)),False
6993,always hold_on pear until at some time venture flag,G hold_on_pear U F venture_flag,G(hold_on_pear U venture_flag),False
6994,"Globally , when the event that ( prop_2 ) gets detected then the following condition is true : ( prop_3 ) , until then ( prop_1 ) .",G(prop_2 -> (prop_3 U prop_1)),G(prop_2 -> (prop_1 U prop_3)),False
6995,Do not leave park_4 until you have taken a photograph of statue_9,park_4 U (photo & statue_9),park_4 U photo,False
6996,Ensure you repeatedly photograph area 9 while regularly moving ordnance 3 from camp 4 to camp 9,GF(area_9 & photo) & GF(camp_4 & F(p_ordnance_3 & F(camp_9 & pd))),GF(photo & area_9) & GF(p_ordnance_3 & camp_4) & GF(p_ordnance_3 & camp_9),False
6997,"In the case ( prop_2 ) and ( prop_3 ) , then the condition that consistently ( prop_1 ) is n't true .",G((prop_2 & prop_3) -> !G prop_1),(prop_2 & prop_3) -> !G(prop_1),False
6998,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2),False
6999,"it never happens that the sensor gathers information and, at the same time, the bar is down and a house is open",G!(bar_is_down & house_is_open & sensor_gathers_information),G(!(sensor_gathers_information & bar_is_down & house_is_open)),True
7000,"Always (prop_1), and at the same time, negation (prop_3) is equivalent to (prop_2) .",(prop_2 <-> !prop_3) & G prop_1,G(prop_1 & (!prop_3 <-> prop_2)),False
7001,"Get help and record the jaywalker on east_2nd_street never coincide, yet one of them is always true.",G!(get_help & record_jaywalker_east_2nd_street) & G(get_help | record_jaywalker_east_2nd_street),G(!(get_help & record_jaywalker_east_2nd_street) & (get_help | record_jaywalker_east_2nd_street)),True
7002,always ( prop_1 ) and at some time ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & F(prop_2),False
