Index,Requirement,Ground Truth,Response,Equivalent
8782,"If (prop_3) is equivalent to (prop_2), then you should not do (prop_1) .",(prop_2 <-> prop_3) -> !prop_1,G((prop_3 <-> prop_2) -> !prop_1 ),False
8783,snatch_up pear until get_to tree,snatch_up_pear U get_to_tree,snatch_up_pear U get_to_tree,True
8784,"Put down your current item and proceed to park_4, stay there indefinitely",F(pd & F(park_4 & G park_4)),F(pd & F(G park_4)),True
8785,"at some point the train has arrived and, finally, a table has been moved and the train derails afterwards",G!train_has_arrived | F(train_has_arrived & F(table_has_been_moved & train_derails)),F(train_has_arrived & F(table_has_been_moved & F(train_derails))),False
8786,if both a sensor captures data and a car stops then at some point in time the brake is pressed and the house is built,G((car_stops & sensor_captures_data) -> F(brake_is_pressed & house_is_built)),G((sensor_captures_data & car_stops) -> F(brake_is_pressed & house_is_built)),True
8787,secure apple and venture_towards house,secure_apple & venture_towards_house,G(secure_apple & venture_towards_house),False
8788,when possible ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F(prop_1 ) | G(!prop_2 ),False
8789,never ( prop_1 ) and never ( prop_2 ),G(!prop_1 & G!prop_2),G(!prop_1 ) & G(!prop_2 ),True
8791,never ( prop_1 ) or never ( prop_2 ),G(!prop_1 | G!prop_2),G(!prop_1 ) | G(!prop_2 ),False
8792,Refrain from entering building_8 unless you have already reached parking_lot_8,!building_8 U parking_lot_8,!building_8 U parking_lot_8,True
8793,"If ( prop_3 ) then ( prop_2 ) , or else ( prop_4 ) or ( prop_1 ) .",prop_1 | prop_4 | (prop_3 -> prop_2),G((prop_3 -> prop_2) | (prop_4 | prop_1)),False
8794,"The scenario in which ( prop_3 ) implies ( prop_4 ) and this scenario continues until ( prop_1 ) , the above scenario is equivalent to ( prop_2 ) .",prop_2 <-> ((prop_3 -> prop_4) U prop_1),((prop_3 -> prop_4) U prop_1) <-> prop_2,True
8795,do not let_go orange or reach house,!let_go_orange | reach_house,G(!(let_go_orange | reach_house)),False
8796,"Do not allow ( prop_3 ) to happen, and if ( prop_1 ) happens, then ( prop_2 ) should also happen.",!prop_3 & (prop_1 -> prop_2),G(!prop_3) & G(prop_1 -> prop_2),False
8797,"always, either the bar is down, the table has been moved or the car starts",G(bar_is_down | car_starts | table_has_been_moved),G(bar_is_down | table_has_been_moved | car_starts),True
8798,"If at some point ( prop_2 ) and ( prop_1 ) is detected and this scenario continues until ( prop_3 ) is detected , then ( prop_4 ) .",((prop_1 & prop_2) U prop_3) -> prop_4,F((prop_2 & prop_1) U prop_3) -> prop_4,False
8799,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2)),False
8800,at the green_room without passing through the red_room,F green_room & G!red_room,(!red_room ) U (green_room ),False
8801,It is always the case that if the scenario that ( prop_1 ) takes place then all of the following conditions hold : ( prop_2 ) -RSB- .,G(prop_1 -> prop_2),G(prop_1 -> prop_2),True
8802,Either pickup the baseball_bat or deliver the parking_meter to the loading_dock happens infinitely often.,GF pickup_baseball_bat | GF deliver_parking_meter_loading_dock,GF(pickup_baseball_bat | deliver_parking_meter_loading_dock),True
8803,move_to trash can and put_in bucket,move_to_trash_can & put_in_bucket,F(move_to_trash_can & F(put_in_bucket)),False
8804,"If the scenario that ( prop_1 ) is detected , and ( prop_2 ) , then all of the following conditions hold : at the same moment ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3),G((prop_1 & prop_2) -> prop_3),True
8805,at any time ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),prop_1 U G(!prop_2),False
8806,The scenario in which (prop_2) and (prop_4) both happen is equivalent to the scenario in which (prop_3) happens and continues until (prop_1) .,(prop_2 & prop_4) <-> (prop_3 U prop_1),(prop_2 & prop_4) <-> (prop_3 U prop_1),True
8808,"first, at some point in time both the train has arrived and the brake is pressed, and then, it is going to happen that both a table is brown and the bar is up",G!(brake_is_pressed & train_has_arrived) | F(brake_is_pressed & train_has_arrived & F(bar_is_up & table_is_brown)),! (train_has_arrived & brake_is_pressed) | F ((train_has_arrived & brake_is_pressed) & F (table_is_brown & bar_is_up)),False
8809,do not ( prop_1 ) or whenever ( prop_2 ),!(prop_1 | F prop_2),G(!prop_1) | G(prop_2 -> prop_2),False
8810,You stay at park 8 until you take a photo of monument 2 and then reach bench 5 and stay there forever,park_8 U (monument_2 & photo & F(bench_5 & G bench_5)),(park_8 U (photo & monument_2)) & F(G bench_5),True
8811,if the bar is down and an elevator rises then it will happen that the constructor creates instances and the escalator moves,G((bar_is_down & elevator_rises) -> F(constructor_creates_instances & escalator_moves)),G((bar_is_down & elevator_rises) -> F(constructor_creates_instances & escalator_moves)),True
8812,repeatedly ( prop_1 ) or when possible ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1 ) | GF(prop_2 ),True
8813,sooner or later both a motorbike has stopped and the elevator is blocked,F(elevator_is_blocked & motorbike_has_stopped),F(motorbike_has_stopped & elevator_is_blocked),True
8814,never drop pear or pick_up orange,pick_up_orange | G!drop_pear,G(!(drop_pear | pick_up_orange)),False
8815,"When record injured_person happens, deliver_aid the safe_victim must hold now or in the next step.",G(record_injured_person -> (deliver_aid_safe_victim | X deliver_aid_safe_victim)),G(record_injured_person -> (deliver_aid_safe_victim | X deliver_aid_safe_victim)),True
8816,whenever ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G(prop_1 | prop_2),False
8817,"When the scenario that ( prop_3 ) is observed , then all of the following conditions are true : the transition action that ( prop_2 ) simultaneously gets observed , or ( prop_1 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (prop_2 | prop_1)),True
8818,"The system must eventually, avoid changeing light_south yellow.",F!change_light_south_yellow,F(G(!change_light_south_yellow )),False
8819,"first, finally, the bridge closes, and then, it will happen that both the escalator moves and the car starts",G!bridge_closes | F(bridge_closes & F(car_starts & escalator_moves)),!bridge_closes | F(bridge_closes & F(escalator_moves & car_starts)),False
8820,Either deliver the baseball_glove to the shelf or search the tie happens infinitely often.,GF deliver_baseball_glove_shelf | GF search_tie,GF(deliver_baseball_glove_shelf | search_tie),True
8821,"Continuously photographing car 1, ensuring you never go to parking lot 9",GF(car_1 & photo) & G!parking_lot_9,G(photo & car_1) & G(!parking_lot_9),False
8822,always have_in orange or come_to tree,come_to_tree | G have_in_orange,G(have_in_orange | come_to_tree),False
8823,"At every step, communicate the injured_victim equals the value of avoid the probable_unstable_beam in the next step.",G(communicate_injured_victim <-> X avoid_probable_unstable_beam),G(communicate_injured_victim <-> X avoid_probable_unstable_beam),True
8824,"Always make sure ( prop_1 ) happens, or else have ( prop_2 ) be equivalent to ( prop_3 ).",(prop_2 <-> prop_3) | G prop_1,G(prop_1 | (prop_2 <-> prop_3)),False
8825,"Always make sure ( prop_1 ) is true, or if ( prop_3 ) happens, then ( prop_2 ) should also happen.",(prop_3 -> prop_2) | G prop_1,G(prop_1 | (prop_3 -> prop_2)),False
8826,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G(!prop_2 ),True
8827,"when at some time present_at flag , at any time withhold apple",F present_at_flag -> F withhold_apple,G(present_at_flag -> G(withhold_apple)),False
8828,in the future the escalator speeds up,F escalator_speeds_up,F escalator_speeds_up,True
8829,"when never let_go apple , whenever grab pear",G!let_go_apple -> F grab_pear,G(!let_go_apple -> G(grab_pear)),False
8830,whenever ( prop_1 ) until at any time ( prop_2 ),F(prop_1 U F prop_2),G(prop_1 U prop_2),False
8831,It is required that the scenario in which ( prop_3 ) is false is equivalent to the scenario in which ( prop_2 ) is equal to ( prop_1 ) .,!prop_3 <-> (prop_1 <-> prop_2),G(!prop_3 <-> (prop_2 <-> prop_1 )),False
8832,"If (prop_4), then (prop_1), and at the same time make sure (prop_2) and (prop_3) are both true .",prop_2 & prop_3 & (prop_4 -> prop_1),G(prop_4 -> (prop_1 & prop_2 & prop_3)),False
8833,"At every step, photo the pedestrian on northeast_9th_avenue equals the value of change light_west red in the next step.",G(photo_pedestrian_northeast_9th_avenue <-> X change_light_west_red),G(photo_pedestrian_northeast_9th_avenue <-> X change_light_west_red),True
8834,forever ( prop_1 ) and ( prop_2 ),G(prop_1 & prop_2),G(prop_1 & prop_2),True
8835,whenever go_to home until reach trash can,F go_to_home U reach_trash_can,G(go_to_home U reach_trash_can),False
8836,sooner or later either the semaphore is broken or a constructor instantiate objects,F(constructor_instantiate_objects | semaphore_is_broken),F(semaphore_is_broken | constructor_instantiate_objects),True
8837,sooner or later a semaphore is yellow after either the escalator moves or a train has arrived,G((escalator_moves | train_has_arrived) -> F semaphore_is_yellow),G((escalator_moves | train_has_arrived) -> F(semaphore_is_yellow)),True
8838,( prop_2 ) does not happen is equivalent to the case that if ( prop_1 ) then ( prop_3 ) happens .,!prop_2 <-> (prop_1 -> prop_3),G(!prop_2 ) <-> G(prop_1 -> F(prop_3 )),False
8839,"If (prop_1) is going to happen eventually, then if (prop_2) happens then (prop_3) should also happen .",F prop_1 -> (prop_2 -> prop_3),F(prop_1 ) -> G(prop_2 -> prop_3 ),False
8840,Retrieve bottle_3 from bedroom_2 and place it in kitchen_4,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),F(pd & bedroom_2 & p_bottle_3 & F(pd & kitchen_4 & p_bottle_3)),False
8841,every time a sensor captures data then it is going to happen that the engine starts or the bar has to be repaired,G(sensor_captures_data -> F(bar_has_to_be_repaired | engine_starts)),G(sensor_captures_data -> F(engine_starts | bar_has_to_be_repaired)),True
8842,"as the bar is closing or the elevator falls, sooner or later a semaphore is yellow",G((bar_is_closing | elevator_falls) -> F semaphore_is_yellow),G((bar_is_closing | elevator_falls) -> F(semaphore_is_yellow)),True
8843,Collect package_2 from store_3 and take it to house_2 without entering mall_1,F(store_3 & F(p_package_2 & F(house_2 & pd))) & G!mall_1,G(!mall_1) & F(store_3 & p_package_2 & F(house_2)),False
8844,"If (prop_1), then (prop_4), and if (prop_3), then (prop_2) .",(prop_1 -> prop_4) & (prop_3 -> prop_2),G((prop_1 -> prop_4) & (prop_3 -> prop_2)),False
8845,This controller must always maintain both record the pedestrian on southeast_10th_street and photo the motorcycle on west_3rd_avenue.,G(photo_motorcycle_west_3rd_avenue & record_pedestrian_southeast_10th_street),G(record_pedestrian_southeast_10th_street & photo_motorcycle_west_3rd_avenue),True
8846,"If every get_help is eventually followed by looking for the cell_phone, then idle must occur infinitely often.",G(get_help -> F search_cell_phone) -> GF idle,G(get_help -> F search_cell_phone) -> GF idle,True
8847,"Globally , when ( prop_1 ) , or ( prop_2 ) , then at a certain moment in the future , ultimately the scenario that ( prop_3 ) ought to be detected .",G((prop_1 | prop_2) -> F prop_3),G((prop_1 | prop_2) -> F(prop_3)),True
8848,forever ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1 | prop_2),True
8849,put_in bin and always have apple,put_in_bin & G have_apple,put_in_bin & G have_apple,True
8850,at some time go_to peach can infer that at any time go_to trash receptacle,F go_to_peach -> F go_to_trash_receptacle,F(go_to_peach ) -> G(go_to_trash_receptacle ),False
8851,"Globally , whenever ( prop_3 ) , or the transition action that ( prop_2 ) takes place , then all of the following conditions hold : the scenario that ( prop_1 ) shall be observed at once .",G((prop_2 | prop_3) -> prop_1),G((prop_3 | prop_2) -> X(prop_1)),False
8852,Make sure that either (prop_1) finally happens in a future time or that if (prop_3) happens then (prop_2) should also happen .,(prop_3 -> prop_2) | F prop_1,F prop_1 | G(prop_3 -> prop_2),False
8853,"Always make sure that at some point either (prop_3) or (prop_1) happens, and keep (prop_2) for all time afterward .",(prop_1 | prop_3) & G prop_2,F((prop_3 | prop_1) & G(prop_2)),False
8854,"If every photo unsafe_person is eventually followed by taking a photo of safe_person, then deliver_aid the injured_victim must occur infinitely often.",G(photo_unsafe_person -> F photo_safe_person) -> GF deliver_aid_injured_victim,G(photo_unsafe_person -> F photo_safe_person) -> GF deliver_aid_injured_victim,True
8855,"Our agent must eventually, avoid pickuping the refrigerator.",F!pickup_refrigerator,F(G(!pickup_refrigerator )),False
8856,The scenario in which (prop_3) or (prop_2) happens is equivalent to the scenario in which (prop_1) happens globally .,(prop_2 | prop_3) <-> G prop_1,(prop_3 | prop_2) <-> G prop_1,True
8857,move to the red_room,F red_room,F red_room,True
8858,never ( prop_1 ) and never ( prop_2 ),G(!prop_1 & G!prop_2),G(!prop_1 ) & G(!prop_2 ),True
8859,"(prop_4) and (prop_1) happen, and at the same time, (prop_3) is equivalent to (prop_2).",prop_1 & prop_4 & (prop_2 <-> prop_3),G((prop_4 & prop_1) & (prop_3 <-> prop_2)),False
8860,Continuously revisit warehouse_4 and each time ensure you pickup crate_3 and deliver it to mall_3,GF(warehouse_4 & F(p_crate_3 & F(mall_3 & pd))),G(warehouse_4 -> F(p_crate_3 & F(mall_3))),False
8861,The robot must eventually get_help or idle.,F(get_help | idle),F (get_help | idle ),True
8862,"Eventually (pick up crate 4, and after that, go to park 1, deliver the crate, and remain in park 1 indefinitely)",F(p_crate_4 & F(park_1 & pd & G park_1)),F(p_crate_4 & F(park_1 & F(pd & G(park_1)))),True
8863,"If (prop_3), then do (prop_2), or else keep (prop_1) all the time .",(prop_3 -> prop_2) | G prop_1,G(prop_3 -> (prop_2 | G prop_1)),False
8864,If it is not the case that for the scenario in which ( prop_3 ) if and only if ( prop_2 ) then ( prop_4 ) then ( prop_1 ) .,((prop_2 <-> prop_3) -> prop_4) -> prop_1,!((prop_3 <-> prop_2) -> prop_4) -> prop_1,False
8865,do not ( prop_1 ) until at some time ( prop_2 ),!(prop_1 U F prop_2),!prop_1 U prop_2,False
8866,"Either ( prop_1 ) happens if and only if ( prop_2 ) happens, or eventually ( prop_3 ) will happen.",(prop_1 <-> prop_2) | F prop_3,(prop_1 <-> prop_2) | F prop_3,True
8867,when possible ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),prop_1 U prop_2,False
8868,always go_by trash can and when possible capture pear,G go_by_trash_can & F capture_pear,G(go_by_trash_can & F(capture_pear)),False
8869,"first, it will happen that the bridge closes, and then, it is going to happen that a train has been launched and the escalator is blocked",G!bridge_closes | F(bridge_closes & F(escalator_is_blocked & train_has_been_launched)),!bridge_closes | F(bridge_closes & F(train_has_been_launched & escalator_is_blocked)),False
8870,Avoid entering street_4 until you reach intersection_2 while going to house_13 to pickup trash_13,(!street_4 U intersection_2) & F(house_13 & p_trash_13),G(!street_4 U intersection_2),False
8871,Our agent must eventually communicate the safe_hostile or go_home.,F(communicate_safe_hostile | go_home),F(communicate_safe_hostile | go_home),True
8872,"If change light_east red holds, then in the next step get_help persists until begining recording the cyclist on southwest_5th_street holds, or else get_help holds forever.",change_light_east_red -> X((get_help U record_cyclist_southwest_5th_street) | G get_help),G(change_light_east_red -> X(get_help U record_cyclist_southwest_5th_street | G get_help)),False
8873,whenever both a car stops and the engine stops then under no condition a house is built and a motorbike has stopped,G((car_stops & engine_stops) -> G!(house_is_built & motorbike_has_stopped)),G((car_stops & engine_stops) -> G(!(house_is_built & motorbike_has_stopped))),True
8874,move to the large red_room while avoiding the small blue_room,F red_room & G!blue_room,F(red_room ) & G(!blue_room ),True
8875,Keep returning to building_5 periodically,GF building_5,G(F building_5 ),True
8876,"If at some point ( prop_3 ) or ( prop_4 ) then ( prop_1 ) happens, and ( prop_2 ) .",prop_2 & ((prop_3 | prop_4) -> prop_1),F((prop_3 | prop_4) -> (prop_1 & prop_2)),False
8877,"if whenever visit trash bin , get_to tree",F visit_trash_bin -> get_to_tree,G(visit_trash_bin -> F get_to_tree),False
8878,"If ( prop_1 ) then ( prop_2 ) and also ( prop_4 ) is true, then the scenario is equivalent to ( prop_3 ) .",prop_3 <-> (prop_4 & (prop_1 -> prop_2)),G((prop_1 & prop_2 & prop_4) <-> prop_3),False
8879,"it will happen that either a manager handles requests, the constructor instantiate objects or the bar is up",F(bar_is_up | constructor_instantiate_objects | manager_handles_requests),F(manager_handles_requests | constructor_instantiate_objects | bar_is_up),True
8880,"if never ( prop_1 ) , at some time ( prop_2 )",G!prop_1 -> F prop_2,G(!prop_1 ) -> F(prop_2 ),True
8881,"Globally , if the event that ( prop_1 ) is detected then all of the following conditions hold : ( prop_2 ) then this scenario shall hold uninterruptedly till ultimately ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_2 U prop_3)),True
8883,travel_to apple or snatch_up pear,snatch_up_pear | travel_to_apple,travel_to_apple | snatch_up_pear,True
8884,"It is not the case that ( prop_3 ) then ( prop_2 ) , or else ( prop_1 ) .",prop_1 | !(prop_3 -> prop_2),!(prop_3 -> F(prop_2)) | prop_1,False
8885,"eternally, either the engine breaks or a motorbike is driven",G(engine_breaks | motorbike_is_driven),G(engine_breaks | motorbike_is_driven),True
8886,"first, at some point a constructor instantiate objects and an elevator rises, and then, finally, a bridge closes",G!(constructor_instantiate_objects & elevator_rises) | F(constructor_instantiate_objects & elevator_rises & F bridge_closes),! (constructor_instantiate_objects & elevator_rises) | F ((constructor_instantiate_objects & elevator_rises) & F (bridge_closes)),False
8887,"when whenever move_past trash can , whenever get_hold_of orange",F move_past_trash_can -> F get_hold_of_orange,G(move_past_trash_can -> F(get_hold_of_orange)),False
8888,come_to tree or go_to orange bin,come_to_tree | go_to_orange_bin,come_to_tree | go_to_orange_bin,True
8889,Ensure luggage_2 is picked up and delivered to room_402,F(p_luggage_2 & F(pd & room_402)),F(p_luggage_2 & F(pd & room_402)),True
8890,"Establish communication with the injured_rescuer must keep holding until, from some point on, avoid the inactive_flood holds infinitely often.",communicate_injured_rescuer U GF avoid_inactive_flood,communicate_injured_rescuer U (G (F avoid_inactive_flood)),True
8891,forever stay and keep apple,keep_apple & G stay,G(stay & keep_apple),False
8892,move until you are one square into the blue_room,F blue_room,move U blue_room,False
8893,"after either the bridge closes or the table has been moved, it never happens that the engine starts or the engine stops",G((bridge_closes | table_has_been_moved) -> G!(engine_starts | engine_stops)),G((bridge_closes | table_has_been_moved) -> G(!(engine_starts | engine_stops))),True
8894,"Whenever get_help holds, deliver the cup to the shelf holds as well.",G(get_help -> deliver_cup_shelf),G(get_help -> deliver_cup_shelf),True
8895,Visit statue 5 and take a picture of it,F(photo & statue_5),F(statue_5 & F photo ),False
8896,Ensure you collect brochure_5 from table_2 and place it in street_5,F(table_2 & F(p_brochure_5 & F(pd & street_5))),F(p_brochure_5 & table_2 & F(p_brochure_5 & street_5)),False
8897,"It is always the case that ( prop_1 ) should not happen or else ( prop_2 ) should happen, and in the meantime with the above condition ( prop_3 ) should happen .",prop_3 & (prop_2 | G!prop_1),G((!prop_1 | prop_2) & prop_3),False
8898,"If every idle is eventually followed by picking up the spoon, then get_help must occur infinitely often.",G(idle -> F pickup_spoon) -> GF get_help,G(idle -> F pickup_spoon) -> GF get_help,True
8899,Both record the jaywalker on west_10th_street and change light_north yellow hold at every step.,G(change_light_north_yellow & record_jaywalker_west_10th_street),G(record_jaywalker_west_10th_street & change_light_north_yellow),True
8900,"At some point ( prop_2 ) should happen and then ( prop_1 ) , or else ( prop_3 ) .",prop_3 | F(prop_2 -> prop_1),F(prop_2 & F(prop_1)) | prop_3,False
8901,"For each time instant ( prop_3 ) and ( prop_1 ) should be detected , or else ( prop_2 ) .",prop_2 | G(prop_1 & prop_3),G(prop_3 -> (prop_1 | prop_2)),False
8902,sooner or later both the train has been launched and the brake is released,F(brake_is_released & train_has_been_launched),F(train_has_been_launched & brake_is_released),True
8903,do not let_go pear or drop pear,drop_pear | !let_go_pear,G(!let_go_pear & !drop_pear),False
8904,Ensure you repeatedly visit area 5 over time,GF area_5,G(F area_5 ),True
8905,do not ( prop_1 ) and whenever ( prop_2 ),!(prop_1 & F prop_2),G(!prop_1) & G(prop_2),False
8906,"If (prop_1) doesn't happen, then make sure (prop_2) happens until (prop_3) .",!prop_1 -> (prop_2 U prop_3),G(!prop_1 -> (prop_2 U prop_3)),False
8907,( prop_1 ) or don't ( prop_2 ),prop_1 | !prop_2,( prop_1 ) | ! ( prop_2 ),True
8908,never ( prop_1 ) or always ( prop_2 ),G(!prop_1 | G prop_2),G(!prop_1 ) | G(prop_2 ),False
8909,"as either a sensor retrieves data or the train is crossing, it is going to happen that a table is old or the constructor instantiate objects",G((sensor_retrieves_data | train_is_crossing) -> F(constructor_instantiate_objects | table_is_old)),G((sensor_retrieves_data | train_is_crossing) -> F(table_is_old | constructor_instantiate_objects)),True
8911,"(prop_4) should happen until (prop_2), and at the same time, either (prop_3) or (prop_1) should happen .",(prop_1 | prop_3) & (prop_4 U prop_2),(prop_4 U prop_2) & (prop_3 | prop_1),True
8912,"Keep seeing (prop_3) until you see (prop_2), and do not do (prop_1) .",!prop_1 & (prop_3 U prop_2),(prop_3 U prop_2) & G(!prop_1),False
8913,"first, at some point a semaphore is yellow or the bar is up, and then, sooner or later either a motorbike falls down or the manager collect claims",G!(bar_is_up | semaphore_is_yellow) | F((bar_is_up | semaphore_is_yellow) & F(manager_collect_claims | motorbike_falls_down)),!((semaphore_is_yellow | bar_is_up)) | F((semaphore_is_yellow | bar_is_up) & F(motorbike_falls_down | manager_collect_claims)),False
8914,all the time a manager handles requests and the table has been moved,G(manager_handles_requests & table_has_been_moved),G(manager_handles_requests & table_has_been_moved),True
8915,move into the blue_room but only via the green_room,F(green_room & F blue_room),(!blue_room ) U (green_room ),False
8916,at the yellow,F yellow_room,G(yellow_room ),False
8917,"Globally , if ( prop_1 ) then in response ( prop_3 ) or ( prop_2 ) .",G(prop_1 -> (prop_2 | prop_3)),G(prop_1 -> F(prop_3 | prop_2)),False
8918,move_towards trash can can infer that put_in bucket,move_towards_trash_can -> put_in_bucket,G(move_towards_trash_can -> F(put_in_bucket)),False
8919,"If at some point ( prop_4 ) is equivalent to ( prop_3 ) and this scenario continues until ( prop_1 ) is detected , or else ( prop_2 ) .",prop_2 | ((prop_3 <-> prop_4) U prop_1),F((prop_4 <-> prop_3) U prop_1) | prop_2,False
8920,"when always ( prop_1 ) , ( prop_2 )",G prop_1 -> prop_2,G(prop_1 -> prop_2),False
8921,forever go_by trash can and when possible come home,G go_by_trash_can & F come_home,G(go_by_trash_can) & GF(come_home),False
8922,"In the case the scenario that ( prop_3 ) and ( prop_1 ) , then all of the following conditions hold : eventually there ought to be a time in the future before the end of the execution , at which ( prop_2 ) .",G((prop_1 & prop_3) -> FG prop_2),G((prop_3 & prop_1) -> F(prop_2 )),False
8923,"Whenever get_help holds, go_home holds as well.",G(get_help -> go_home),G(get_help -> go_home),True
8924,repeatedly ( prop_1 ) can infer that at any time ( prop_2 ),GF prop_1 -> F prop_2,G(prop_1 ) -> G(prop_2 ),False
8925,"Whenever ( prop_3 ) , then all of the following conditions are true : promptly ( prop_2 ) , or ( prop_1 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (X prop_2 | prop_1)),False
8926,always ( prop_1 ) or at some time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1 ) | F(prop_2 ),False
8927,"Whenever deliver the toothbrush to the shelf holds, from the next step onwards search the motorbike will eventually hold.",G(deliver_toothbrush_shelf -> XF search_motorbike),G(deliver_toothbrush_shelf -> X(F search_motorbike)),True
8928,Get help holds at all times.,G get_help,G(get_help ),True
8929,grasp orange or never drop orange,grasp_orange | G!drop_orange,grasp_orange | G(!drop_orange ),True
8930,( prop_1 ) or repeatedly ( prop_2 ),prop_1 | GF prop_2,prop_1 | GF prop_2,True
8931,"If it is not the case that ( prop_2 ) and ( prop_1 ) , then ( prop_3 ) .",!(prop_1 & prop_2) -> prop_3,G(!(prop_2 & prop_1) -> prop_3),False
8932,Our agent must eventually get_help and pickup the mouse.,F(get_help & pickup_mouse),F(get_help & pickup_mouse),True
8933,Make sure to reach street 2 and remain there continuously,FG street_2,F(G street_2 ),True
8934,Keep photographing street 3 at regular intervals,GF(photo & street_3),G(F(photo & street_3)),True
8935,it never happens that either the train stops or the motorbike catches fire,G!(motorbike_catches_fire | train_stops),G(!(train_stops | motorbike_catches_fire)),True
8936,"first, finally, both a house is built and a sensor captures data, and then, at some point both an elevator is open and a train is crossing",G!(house_is_built & sensor_captures_data) | F(house_is_built & sensor_captures_data & F(elevator_is_open & train_is_crossing)),! (house_is_built & sensor_captures_data) | F ((house_is_built & sensor_captures_data) & F (elevator_is_open & train_is_crossing)),False
8937,( prop_1 ) or never ( prop_2 ),prop_1 | G!prop_2,prop_1 | G(!prop_2 ),True
8939,follow the path through the blue_room to get to the green_room,F(blue_room & F green_room),!blue_room | F(blue_room & F(green_room)),False
8941,The scenario in which (prop_2) and (prop_3) both happen is equivalent to the scenario in which (prop_1) finally happens .,(prop_2 & prop_3) <-> F prop_1,(prop_2 & prop_3) <-> F prop_1,True
8942,Ensure that you keep visiting charger_9 and keep moving crate_2 from warehouse_8 to store_2,GF charger_9 & GF(warehouse_8 & F(p_crate_2 & F(pd & store_2))),G(F charger_9) & G(F(p_crate_2 & warehouse_8 & F(p_crate_2 & store_2))),False
8943,( prop_1 ) until whenever ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
8944,forever go_by trash can and at some time go home,G go_by_trash_can & F go_home,G(go_by_trash_can ) & F(go_home ),True
8945,You need to wait until (prop_1) before (prop_2).,!prop_1 U prop_2,!prop_2 U prop_1,False
8946,Stay away from room 4 until you reach building 4,!room_4 U building_4,!room_4 U building_4,True
8947,"Transport the truck to the shelf should always hold, with at most a two-step grace period for recovery.",!G!(deliver_truck_shelf & X deliver_truck_shelf),G(deliver_truck_shelf | X deliver_truck_shelf | X X deliver_truck_shelf),False
8948,"at a certain moment a semaphore is broken and, at the same time, the engine starts and the brake is released",F(brake_is_released & engine_starts & semaphore_is_broken),F(semaphore_is_broken & engine_starts & brake_is_released),True
8949,( prop_1 ) and ( prop_2 ),prop_1 & prop_2,prop_1 & prop_2,True
8950,Deliver pass 2 from house 3 to office 2 but do not enter street 5 until you pick up pass 2,F(house_3 & F(p_pass_2 & F(office_2 & pd))) & (!street_5 U p_pass_2),F(pd & office_2) & (!street_5 U p_pass_2),False
8951,"While ( prop_1 ) , ( prop_2 ) .",G(prop_1 -> F prop_2),G(prop_1 -> prop_2),False
8952,"in the future either the engine breaks or the semaphore is yellow and, in the future either the bar is down or a motorbike is driven afterwards",G!(engine_breaks | semaphore_is_yellow) | F((engine_breaks | semaphore_is_yellow) & F(bar_is_down | motorbike_is_driven)),F(engine_breaks | semaphore_is_yellow) & F(bar_is_down | F motorbike_is_driven),False
8953,seize apple or grasp orange,grasp_orange | seize_apple,seize_apple | grasp_orange,True
8954,"Whenever ( prop_2 ) , or the scenario that ( prop_1 ) takes place , then in response ( prop_4 ) and at once ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_3 & prop_4)),G((prop_2 | prop_1) -> (prop_4 & prop_3)),True
8955,"It is always the case that when ( prop_4 ) , or ( prop_1 ) then all of the following conditions hold : there will have to be eventually a certain time point in the future before the end of the simulation , at which ( prop_3 ) , and till then ( prop_2 ) .",G((prop_1 | prop_4) -> (prop_3 U prop_2)),G((prop_4 | prop_1) -> (prop_2 U prop_3)),False
8956,repeatedly ( prop_1 ) or at any time ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1 ) | GF(prop_2 ),True
8957,When the scenario that ( prop_4 ) takes place or ( prop_3 ) then the following condition holds : ( prop_1 ) or ( prop_2 ) .,G((prop_3 | prop_4) -> (prop_1 | prop_2)),G((prop_4 | prop_3) -> (prop_1 | prop_2)),True
8958,"If it is true that ( prop_1 ) happens and continues until ( prop_2 ) is detected then as a response ( prop_4 ) should be detected , then ( prop_3 ) should be detected .",((prop_1 U prop_2) -> prop_4) -> prop_3,G((prop_1 U prop_2) -> F(prop_4 & F prop_3)),False
