pair_type,ltl,en
response_global,G(( escalator_is_blocked | train_stops ) -> F( house_is_open | bridge_closes )),whenever the escalator is blocked or a train stops then at a certain moment either a house is open or a bridge closes
response_global,G(( constructor_instantiate_objects & motorbike_has_stopped ) -> F( table_is_old | brake_is_pressed )),"as a constructor instantiate objects and the motorbike has stopped, at a certain moment either a table is old or the brake is pressed"
response_global,G(( semaphore_is_red & brake_is_released ) -> F( bar_is_down | house_is_open )),"every time a semaphore is red and the brake is released then finally, the bar is down or a house is open"
response_global,G(( brake_is_released & escalator_speeds_up ) -> F( engine_breaks & car_starts )),"every time the brake is released and the escalator speeds up then eventually, the engine breaks and the car starts"
response_global,G(( car_stops | manager_handles_requests ) -> F( escalator_speeds_up | bar_has_to_be_repaired )),"if the car stops or the manager handles requests then finally, the escalator speeds up or the bar has to be repaired"
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( house_is_open | table_is_old )),every time the brake is released and the escalator is blocked then at some point in time a house is open or the table is old
response_global,G(( escalator_speeds_up | bar_has_to_be_repaired ) -> F( semaphore_is_yellow | motorbike_has_stopped )),every time either the escalator speeds up or the bar has to be repaired then at some point in time either a semaphore is yellow or the motorbike has stopped
response_global,G(( escalator_moves & house_is_open ) -> F( elevator_falls | house_is_open )),if both the escalator moves and a house is open then it is going to happen that either an elevator falls or a house is open
response_global,G(( motorbike_catches_fire & car_enters ) -> F( car_starts & engine_starts )),always when a motorbike catches fire and the car enters then at some point in time both the car starts and the engine starts
response_global,G(( motorbike_has_started & elevator_rises ) -> F( brake_is_pressed | motorbike_catches_fire )),"as both the motorbike has started and the elevator rises, in the future the brake is pressed or a motorbike catches fire"
response_global,G(( motorbike_catches_fire & motorbike_has_started ) -> F( brake_is_released & escalator_is_blocked )),every time a motorbike catches fire and the motorbike has started then in the future the brake is released and the escalator is blocked
response_global,G(( manager_collect_claims & bridge_opens ) -> F( motorbike_is_driven | elevator_is_open )),"as the manager collect claims and a bridge opens, in the future a motorbike is driven or the elevator is open"
response_global,G(( manager_collect_claims & bridge_opens ) -> F( car_enters & elevator_is_open )),whenever the manager collect claims and a bridge opens then at some point the car enters and an elevator is open
response_global,G(( bar_is_up & escalator_is_blocked ) -> F( elevator_is_open & escalator_moves )),"as both the bar is up and the escalator is blocked, at some point both an elevator is open and the escalator moves"
response_global,G(( elevator_is_blocked | train_stops ) -> F( car_enters & table_is_old )),"whenever either an elevator is blocked or the train stops then finally, both a car enters and the table is old"
response_global,G(( sensor_retrieves_data & escalator_moves ) -> F( elevator_rises | elevator_falls )),"whenever both a sensor retrieves data and the escalator moves then finally, either an elevator rises or the elevator falls"
response_global,G(( table_is_brown & bar_is_up ) -> F( sensor_captures_data | constructor_instantiate_objects )),"finally, the sensor captures data or a constructor instantiate objects after the table is brown and the bar is up"
response_global,G(( elevator_is_blocked | train_stops ) -> F( elevator_falls & brake_is_pressed )),"always when either the elevator is blocked or the train stops then finally, both an elevator falls and the brake is pressed"
response_global,G(( bar_is_up & escalator_is_blocked ) -> F( elevator_falls | bar_is_closing )),"if the bar is up and the escalator is blocked then finally, an elevator falls or the bar is closing"
response_global,G(( bridge_opens & brake_is_released ) -> F( semaphore_is_green | bar_is_down )),if both a bridge opens and the brake is released then it will happen that either the semaphore is green or the bar is down
response_global,G(( bar_is_down & car_starts ) -> F( engine_stops & sensor_gathers_information )),every time the bar is down and the car starts then at some point in time both the engine stops and the sensor gathers information
response_global,G(( engine_stops | bridge_opens ) -> F( semaphore_is_yellow & engine_starts )),"if either the engine stops or a bridge opens then eventually, a semaphore is yellow and the engine starts"
response_global,G(( train_derails | car_enters ) -> F( sensor_captures_data | constructor_instantiate_objects )),always when the train derails or a car enters then it is going to happen that the sensor captures data or a constructor instantiate objects
response_global,G(( table_is_old | brake_is_pressed ) -> F( semaphore_is_yellow & sensor_retrieves_data )),if either a table is old or the brake is pressed then at some point both the semaphore is yellow and a sensor retrieves data
response_global,G(( escalator_moves | train_has_arrived ) -> F( engine_breaks & car_starts )),every time either the escalator moves or the train has arrived then at some point the engine breaks and a car starts
response_global,G(( train_has_arrived | elevator_rises ) -> F( elevator_is_blocked | train_stops )),"as either a train has arrived or an elevator rises, in the future an elevator is blocked or the train stops"
response_global,G(( house_is_open | bridge_closes ) -> F( engine_breaks | bridge_closes )),whenever a house is open or the bridge closes then sooner or later either the engine breaks or a bridge closes
response_global,G(( engine_breaks & train_has_arrived ) -> F( motorbike_is_driven & elevator_is_blocked )),if the engine breaks and a train has arrived then at a certain moment the motorbike is driven and an elevator is blocked
response_global,G(( manager_handles_requests & table_is_brown ) -> F( train_has_been_launched & constructor_instantiate_objects )),if the manager handles requests and a table is brown then in the future both the train has been launched and a constructor instantiate objects
response_global,G(( table_is_brown | elevator_rises ) -> F( bar_is_down & car_starts )),"after either the table is brown or an elevator rises, at some point in time the bar is down and the car starts"
response_global,G(( house_collapses | semaphore_is_red ) -> F( house_is_open | bridge_closes )),"if either the house collapses or the semaphore is red then finally, a house is open or the bridge closes"
response_global,G(( motorbike_catches_fire | motorbike_falls_down ) -> F( elevator_falls | train_derails )),"after either a motorbike catches fire or a motorbike falls down, at a certain moment the elevator falls or a train derails"
response_global,G(( elevator_rises | elevator_falls ) -> F( car_enters | bar_is_up )),"after an elevator rises or the elevator falls, sooner or later either a car enters or the bar is up"
response_global,G(( train_derails | car_enters ) -> F( escalator_moves | bar_is_closing )),"after either a train derails or the car enters, sooner or later the escalator moves or the bar is closing"
response_global,G(( table_is_old | train_is_crossing ) -> F( elevator_is_blocked | train_stops )),"every time the table is old or a train is crossing then finally, either an elevator is blocked or the train stops"
response_global,G(( engine_stops & sensor_retrieves_data ) -> F( motorbike_falls_down & escalator_speeds_up )),"whenever both the engine stops and the sensor retrieves data then finally, both the motorbike falls down and the escalator speeds up"
response_global,G(( train_stops | constructor_creates_instances ) -> F( bar_is_down | semaphore_is_broken )),at a certain moment either the bar is down or the semaphore is broken after the train stops or a constructor creates instances
response_global,G(( house_is_open | bridge_closes ) -> F( sensor_captures_data | constructor_instantiate_objects )),"as the house is open or a bridge closes, at some point in time the sensor captures data or a constructor instantiate objects"
response_global,G(( manager_handles_requests | bar_has_to_be_repaired ) -> F( engine_breaks | train_has_been_launched )),"after the manager handles requests or the bar has to be repaired, eventually, either the engine breaks or a train has been launched"
response_global,G(( brake_is_released | bar_is_down ) -> F( table_is_brown & bar_is_up )),always when the brake is released or the bar is down then at a certain moment a table is brown and the bar is up
response_global,G(( engine_breaks & car_starts ) -> F( car_enters & table_is_old )),every time the engine breaks and the car starts then at some point a car enters and a table is old
response_global,G(( table_has_been_moved | train_stops ) -> F( table_has_been_moved | bridge_opens )),"after a table has been moved or a train stops, sooner or later the table has been moved or the bridge opens"
response_global,G(( motorbike_catches_fire | train_is_crossing ) -> F( motorbike_is_driven | elevator_is_open )),"whenever a motorbike catches fire or the train is crossing then eventually, either a motorbike is driven or an elevator is open"
response_global,G(( motorbike_catches_fire | motorbike_falls_down ) -> F( train_has_been_launched & constructor_instantiate_objects )),"after a motorbike catches fire or the motorbike falls down, eventually, both the train has been launched and the constructor instantiate objects"
response_global,G(( motorbike_catches_fire & car_enters ) -> F( elevator_falls & house_is_built )),every time both the motorbike catches fire and a car enters then sooner or later both an elevator falls and the house is built
response_global,G(( motorbike_catches_fire | motorbike_falls_down ) -> F( train_has_arrived & sensor_captures_data )),"after either the motorbike catches fire or the motorbike falls down, sooner or later the train has arrived and the sensor captures data"
response_global,G(( elevator_is_open & escalator_moves ) -> F( manager_collect_claims & elevator_is_blocked )),if an elevator is open and the escalator moves then at some point in time a manager collect claims and the elevator is blocked
response_global,G(( table_is_old | brake_is_pressed ) -> F( car_starts & engine_starts )),whenever either the table is old or the brake is pressed then it is going to happen that both a car starts and the engine starts
response_global,G(( table_is_old | brake_is_pressed ) -> F( elevator_falls & house_is_built )),"after either a table is old or the brake is pressed, it is going to happen that the elevator falls and the house is built"
response_global,G(( manager_collect_claims & motorbike_has_started ) -> F( car_enters | escalator_speeds_up )),every time both a manager collect claims and a motorbike has started then it will happen that a car enters or the escalator speeds up
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( brake_is_released | table_is_old )),"if both the brake is released and the escalator is blocked then eventually, either the brake is released or a table is old"
response_global,G(( engine_stops & brake_is_released ) -> F( train_has_been_launched & constructor_instantiate_objects )),"as the engine stops and the brake is released, sooner or later both the train has been launched and the constructor instantiate objects"
response_global,G(( escalator_speeds_up | bar_has_to_be_repaired ) -> F( manager_handles_requests & bridge_opens )),at some point in time the manager handles requests and the bridge opens after either the escalator speeds up or the bar has to be repaired
response_global,G(( manager_collect_claims & motorbike_has_stopped ) -> F( elevator_is_blocked | escalator_moves )),"every time both a manager collect claims and a motorbike has stopped then finally, the elevator is blocked or the escalator moves"
response_global,G(( semaphore_is_red | motorbike_has_stopped ) -> F( escalator_moves | bar_is_closing )),at some point in time either the escalator moves or the bar is closing after either the semaphore is red or the motorbike has stopped
response_global,G(( table_has_been_moved | bridge_opens ) -> F( motorbike_is_driven & elevator_is_blocked )),every time the table has been moved or a bridge opens then it will happen that the motorbike is driven and an elevator is blocked
response_global,G(( car_enters | bar_is_up ) -> F( table_is_brown & escalator_speeds_up )),"if either the car enters or the bar is up then finally, a table is brown and the escalator speeds up"
response_global,G(( sensor_retrieves_data & escalator_moves ) -> F( semaphore_is_green | bar_is_down )),at some point a semaphore is green or the bar is down after a sensor retrieves data and the escalator moves
response_global,G(( house_collapses & car_stops ) -> F( motorbike_is_driven & elevator_is_blocked )),"every time a house collapses and a car stops then finally, the motorbike is driven and the elevator is blocked"
response_global,G(( house_is_built & train_stops ) -> F( escalator_moves | bar_is_closing )),every time the house is built and a train stops then at a certain moment the escalator moves or the bar is closing
response_global,G(( motorbike_is_driven | elevator_is_open ) -> F( escalator_speeds_up | engine_starts )),"after the motorbike is driven or the elevator is open, at a certain moment the escalator speeds up or the engine starts"
response_global,G(( escalator_moves | train_has_arrived ) -> F( semaphore_is_red | motorbike_has_stopped )),"as either the escalator moves or the train has arrived, it is going to happen that either a semaphore is red or the motorbike has stopped"
response_global,G(( semaphore_is_green | bar_is_down ) -> F( engine_breaks & car_starts )),if a semaphore is green or the bar is down then at some point the engine breaks and a car starts
response_global,G(( motorbike_has_started | bar_is_down ) -> F( bar_is_up & escalator_is_blocked )),"after a motorbike has started or the bar is down, finally, both the bar is up and the escalator is blocked"
response_global,G(( manager_collect_claims & constructor_instantiate_objects ) -> F( elevator_falls | house_is_open )),"after a manager collect claims and the constructor instantiate objects, at some point in time the elevator falls or a house is open"
response_global,G(( escalator_moves | bar_is_closing ) -> F( elevator_is_blocked | escalator_moves )),it will happen that either an elevator is blocked or the escalator moves after either the escalator moves or the bar is closing
response_global,G(( elevator_is_open & escalator_moves ) -> F( elevator_falls & elevator_rises )),"if both the elevator is open and the escalator moves then finally, both an elevator falls and the elevator rises"
response_global,G(( bridge_opens | motorbike_falls_down ) -> F( engine_starts | bar_has_to_be_repaired )),"after either a bridge opens or the motorbike falls down, sooner or later either the engine starts or the bar has to be repaired"
response_global,G(( train_has_arrived & sensor_captures_data ) -> F( train_derails | escalator_moves )),whenever a train has arrived and the sensor captures data then at some point in time the train derails or the escalator moves
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( table_is_old | train_is_crossing )),whenever the brake is released and the escalator is blocked then it is going to happen that either the table is old or a train is crossing
response_global,G(( manager_collect_claims & elevator_is_blocked ) -> F( car_starts & engine_starts )),whenever the manager collect claims and the elevator is blocked then in the future both a car starts and the engine starts
response_global,G(( engine_breaks & train_has_arrived ) -> F( bar_has_to_be_repaired | car_enters )),every time both the engine breaks and a train has arrived then at a certain moment either the bar has to be repaired or the car enters
response_global,G(( elevator_falls & house_is_built ) -> F( engine_breaks & engine_starts )),always when an elevator falls and the house is built then it is going to happen that the engine breaks and the engine starts
response_global,G(( table_is_brown | train_derails ) -> F( car_enters & elevator_is_open )),at a certain moment both a car enters and the elevator is open after either the table is brown or a train derails
response_global,G(( train_has_been_launched & constructor_instantiate_objects ) -> F( car_starts & table_is_brown )),"after both the train has been launched and the constructor instantiate objects, finally, the car starts and a table is brown"
response_global,G(( motorbike_has_stopped | engine_stops ) -> F( semaphore_is_yellow | motorbike_has_stopped )),"if either the motorbike has stopped or the engine stops then finally, either a semaphore is yellow or the motorbike has stopped"
response_global,G(( semaphore_is_green | bar_is_down ) -> F( manager_collect_claims | manager_handles_requests )),"as a semaphore is green or the bar is down, eventually, a manager collect claims or a manager handles requests"
response_global,G(( motorbike_has_stopped & train_is_crossing ) -> F( elevator_falls & brake_is_pressed )),at some point in time the elevator falls and the brake is pressed after the motorbike has stopped and a train is crossing
response_global,G(( train_is_crossing & semaphore_is_yellow ) -> F( bar_is_down & car_starts )),at some point in time both the bar is down and a car starts after the train is crossing and a semaphore is yellow
response_global,G(( elevator_is_blocked | train_stops ) -> F( motorbike_catches_fire | motorbike_falls_down )),if either an elevator is blocked or the train stops then it will happen that either a motorbike catches fire or the motorbike falls down
response_global,G(( engine_starts & house_is_built ) -> F( escalator_moves & semaphore_is_yellow )),every time both the engine starts and a house is built then at some point the escalator moves and the semaphore is yellow
response_global,G(( bridge_closes & sensor_captures_data ) -> F( house_is_built | sensor_captures_data )),every time both a bridge closes and the sensor captures data then it is going to happen that the house is built or the sensor captures data
response_global,G(( house_is_built | sensor_captures_data ) -> F( escalator_moves & semaphore_is_yellow )),"as a house is built or a sensor captures data, eventually, the escalator moves and a semaphore is yellow"
response_global,G(( elevator_is_open & escalator_moves ) -> F( manager_handles_requests | bar_has_to_be_repaired )),"every time the elevator is open and the escalator moves then eventually, a manager handles requests or the bar has to be repaired"
response_global,G(( elevator_is_blocked | escalator_moves ) -> F( escalator_moves | car_enters )),whenever either the elevator is blocked or the escalator moves then it will happen that the escalator moves or the car enters
response_global,G(( bar_is_closing | motorbike_has_started ) -> F( manager_collect_claims | manager_handles_requests )),"after either the bar is closing or the motorbike has started, at a certain moment either a manager collect claims or a manager handles requests"
response_global,G(( semaphore_is_broken & motorbike_catches_fire ) -> F( escalator_speeds_up | bar_has_to_be_repaired )),"always when a semaphore is broken and the motorbike catches fire then finally, the escalator speeds up or the bar has to be repaired"
response_global,G(( table_has_been_moved | bridge_opens ) -> F( engine_stops & sensor_gathers_information )),"as a table has been moved or a bridge opens, sooner or later the engine stops and the sensor gathers information"
response_global,G(( elevator_falls & house_is_built ) -> F( motorbike_falls_down & escalator_speeds_up )),"after both an elevator falls and the house is built, in the future a motorbike falls down and the escalator speeds up"
response_global,G(( sensor_captures_data | constructor_instantiate_objects ) -> F( motorbike_falls_down & escalator_speeds_up )),"as either the sensor captures data or the constructor instantiate objects, in the future a motorbike falls down and the escalator speeds up"
response_global,G(( elevator_falls & brake_is_pressed ) -> F( escalator_moves & semaphore_is_yellow )),if an elevator falls and the brake is pressed then in the future both the escalator moves and a semaphore is yellow
response_global,G(( house_is_open & elevator_rises ) -> F( escalator_moves | car_enters )),whenever a house is open and an elevator rises then sooner or later either the escalator moves or a car enters
response_global,G(( brake_is_pressed | motorbike_catches_fire ) -> F( bar_is_down | house_is_open )),whenever the brake is pressed or a motorbike catches fire then at some point the bar is down or a house is open
response_global,G(( manager_collect_claims & house_is_built ) -> F( semaphore_is_green | elevator_falls )),every time both the manager collect claims and a house is built then in the future either the semaphore is green or an elevator falls
response_global,G(( table_is_brown | engine_stops ) -> F( motorbike_falls_down & escalator_speeds_up )),in the future both a motorbike falls down and the escalator speeds up after a table is brown or the engine stops
response_global,G(( manager_handles_requests & table_is_brown ) -> F( train_stops | constructor_creates_instances )),whenever the manager handles requests and a table is brown then it will happen that either a train stops or the constructor creates instances
response_global,G(( bar_is_down & brake_is_released ) -> F( car_enters & table_is_old )),"every time both the bar is down and the brake is released then finally, a car enters and a table is old"
response_global,G(( house_is_built | sensor_captures_data ) -> F( train_is_crossing & elevator_rises )),"as either the house is built or a sensor captures data, at some point a train is crossing and the elevator rises"
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( semaphore_is_red | motorbike_has_stopped )),"after the brake is released and the escalator is blocked, at a certain moment the semaphore is red or a motorbike has stopped"
response_global,G(( engine_stops & sensor_retrieves_data ) -> F( house_is_open | table_is_old )),"as the engine stops and a sensor retrieves data, finally, a house is open or a table is old"
response_global,G(( bar_is_down & car_starts ) -> F( bar_is_up & escalator_is_blocked )),"finally, both the bar is up and the escalator is blocked after the bar is down and a car starts"
response_global,G(( elevator_is_blocked | escalator_moves ) -> F( house_collapses & car_stops )),"as the elevator is blocked or the escalator moves, in the future a house collapses and a car stops"
response_global,G(( brake_is_pressed & elevator_is_open ) -> F( escalator_moves & semaphore_is_yellow )),always when the brake is pressed and the elevator is open then it will happen that both the escalator moves and the semaphore is yellow
response_global,G(( brake_is_released & escalator_speeds_up ) -> F( manager_collect_claims & motorbike_has_started )),if both the brake is released and the escalator speeds up then at a certain moment both the manager collect claims and the motorbike has started
response_global,G(( escalator_moves | bar_is_closing ) -> F( semaphore_is_green | bar_is_down )),always when either the escalator moves or the bar is closing then at some point in time either the semaphore is green or the bar is down
response_global,G(( escalator_moves | train_has_arrived ) -> F( motorbike_catches_fire | motorbike_falls_down )),"after the escalator moves or the train has arrived, at some point in time either a motorbike catches fire or the motorbike falls down"
response_global,G(( escalator_is_blocked | train_stops ) -> F( manager_collect_claims & house_is_built )),"if the escalator is blocked or the train stops then eventually, a manager collect claims and a house is built"
response_global,G(( elevator_is_blocked | train_stops ) -> F( motorbike_is_driven | elevator_is_open )),"every time the elevator is blocked or a train stops then eventually, either a motorbike is driven or the elevator is open"
response_global,G(( engine_stops & sensor_retrieves_data ) -> F( brake_is_released | bar_is_down )),every time the engine stops and a sensor retrieves data then sooner or later either the brake is released or the bar is down
response_global,G(( table_has_been_moved & escalator_is_blocked ) -> F( motorbike_falls_down | constructor_creates_instances )),"whenever the table has been moved and the escalator is blocked then eventually, either the motorbike falls down or the constructor creates instances"
response_global,G(( constructor_instantiate_objects & engine_stops ) -> F( escalator_moves | car_enters )),"whenever the constructor instantiate objects and the engine stops then eventually, the escalator moves or a car enters"
response_global,G(( manager_collect_claims | manager_handles_requests ) -> F( bar_is_down | house_is_open )),"after a manager collect claims or the manager handles requests, it will happen that the bar is down or the house is open"
response_global,G(( escalator_moves | car_enters ) -> F( train_has_been_launched | escalator_moves )),always when the escalator moves or a car enters then it will happen that either a train has been launched or the escalator moves
response_global,G(( semaphore_is_yellow & sensor_retrieves_data ) -> F( manager_handles_requests & table_is_brown )),"as a semaphore is yellow and a sensor retrieves data, it will happen that both a manager handles requests and a table is brown"
response_global,G(( bar_is_down | house_is_open ) -> F( bar_is_closing | motorbike_has_started )),"as the bar is down or the house is open, sooner or later the bar is closing or the motorbike has started"
response_global,G(( constructor_instantiate_objects & engine_stops ) -> F( motorbike_is_driven | elevator_is_open )),"as the constructor instantiate objects and the engine stops, at some point in time the motorbike is driven or the elevator is open"
response_global,G(( brake_is_released & escalator_speeds_up ) -> F( engine_starts | bar_has_to_be_repaired )),always when both the brake is released and the escalator speeds up then it will happen that the engine starts or the bar has to be repaired
response_global,G(( elevator_is_blocked | train_stops ) -> F( manager_handles_requests & train_derails )),"eventually, a manager handles requests and a train derails after an elevator is blocked or the train stops"
response_global,G(( motorbike_is_driven & elevator_is_blocked ) -> F( bridge_opens & bridge_closes )),"always when a motorbike is driven and an elevator is blocked then finally, both a bridge opens and a bridge closes"
response_global,G(( train_has_been_launched & semaphore_is_red ) -> F( car_stops & table_is_old )),at some point in time the car stops and the table is old after both a train has been launched and a semaphore is red
response_global,G(( train_stops | constructor_creates_instances ) -> F( motorbike_has_stopped & train_is_crossing )),it is going to happen that the motorbike has stopped and a train is crossing after either a train stops or a constructor creates instances
response_global,G(( house_collapses | semaphore_is_red ) -> F( table_has_been_moved | bridge_opens )),"as a house collapses or the semaphore is red, finally, a table has been moved or a bridge opens"
response_global,G(( brake_is_released | sensor_captures_data ) -> F( train_has_arrived & bar_is_closing )),always when the brake is released or a sensor captures data then sooner or later the train has arrived and the bar is closing
response_global,G(( engine_starts & house_is_built ) -> F( manager_handles_requests | bar_has_to_be_repaired )),every time the engine starts and a house is built then at a certain moment the manager handles requests or the bar has to be repaired
response_global,G(( train_has_arrived | elevator_rises ) -> F( elevator_rises | motorbike_is_driven )),in the future either an elevator rises or a motorbike is driven after either the train has arrived or an elevator rises
response_global,G(( escalator_moves | car_enters ) -> F( elevator_is_open & escalator_moves )),always when either the escalator moves or the car enters then at some point both an elevator is open and the escalator moves
response_global,G(( train_has_been_launched & constructor_instantiate_objects ) -> F( bridge_opens & bridge_closes )),at a certain moment a bridge opens and the bridge closes after a train has been launched and a constructor instantiate objects
response_global,G(( table_is_brown | engine_stops ) -> F( elevator_falls & house_is_built )),if the table is brown or the engine stops then sooner or later an elevator falls and the house is built
response_global,G(( house_is_open & elevator_rises ) -> F( car_enters | escalator_speeds_up )),if the house is open and an elevator rises then in the future either a car enters or the escalator speeds up
response_global,G(( constructor_instantiate_objects & engine_stops ) -> F( manager_collect_claims & bridge_opens )),"as a constructor instantiate objects and the engine stops, it is going to happen that the manager collect claims and the bridge opens"
response_global,G(( bridge_closes & motorbike_is_driven ) -> F( train_has_arrived & sensor_captures_data )),"as the bridge closes and a motorbike is driven, it is going to happen that both the train has arrived and the sensor captures data"
response_global,G(( manager_collect_claims & motorbike_has_started ) -> F( car_stops & table_is_old )),"if both a manager collect claims and a motorbike has started then finally, a car stops and the table is old"
response_global,G(( semaphore_is_red | motorbike_has_stopped ) -> F( motorbike_catches_fire | motorbike_falls_down )),"after either the semaphore is red or the motorbike has stopped, finally, either the motorbike catches fire or a motorbike falls down"
response_global,G(( semaphore_is_yellow & engine_starts ) -> F( car_stops | manager_handles_requests )),whenever a semaphore is yellow and the engine starts then in the future a car stops or a manager handles requests
response_global,G(( bridge_closes & sensor_captures_data ) -> F( escalator_speeds_up | bar_has_to_be_repaired )),every time both a bridge closes and a sensor captures data then sooner or later the escalator speeds up or the bar has to be repaired
response_global,G(( motorbike_catches_fire | train_is_crossing ) -> F( semaphore_is_green | elevator_falls )),"whenever either a motorbike catches fire or the train is crossing then eventually, the semaphore is green or the elevator falls"
response_global,G(( table_is_old | train_is_crossing ) -> F( elevator_falls & elevator_rises )),"if either the table is old or the train is crossing then finally, the elevator falls and an elevator rises"
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( table_is_brown & escalator_speeds_up )),always when the brake is released and the escalator is blocked then sooner or later a table is brown and the escalator speeds up
response_global,G(( motorbike_has_stopped | engine_stops ) -> F( elevator_falls & elevator_rises )),always when a motorbike has stopped or the engine stops then at some point in time an elevator falls and the elevator rises
response_global,G(( manager_collect_claims & motorbike_has_stopped ) -> F( motorbike_catches_fire & sensor_retrieves_data )),every time the manager collect claims and a motorbike has stopped then at some point both a motorbike catches fire and a sensor retrieves data
response_global,G(( table_has_been_moved & escalator_is_blocked ) -> F( manager_collect_claims & constructor_instantiate_objects )),if the table has been moved and the escalator is blocked then at some point the manager collect claims and a constructor instantiate objects
response_global,G(( house_is_open & bridge_opens ) -> F( manager_handles_requests & bridge_opens )),if both a house is open and the bridge opens then it is going to happen that the manager handles requests and the bridge opens
response_global,G(( brake_is_released | table_is_old ) -> F( manager_handles_requests & motorbike_has_stopped )),"as the brake is released or the table is old, sooner or later the manager handles requests and a motorbike has stopped"
response_global,G(( semaphore_is_red & brake_is_released ) -> F( table_is_brown & escalator_speeds_up )),if a semaphore is red and the brake is released then sooner or later the table is brown and the escalator speeds up
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( motorbike_catches_fire | semaphore_is_broken )),always when the brake is released and the escalator is blocked then in the future either the motorbike catches fire or the semaphore is broken
response_global,G(( train_derails & house_is_built ) -> F( brake_is_released & escalator_speeds_up )),"every time both a train derails and a house is built then eventually, both the brake is released and the escalator speeds up"
response_global,G(( motorbike_has_stopped | engine_breaks ) -> F( manager_collect_claims & bridge_opens )),if the motorbike has stopped or the engine breaks then it will happen that both the manager collect claims and a bridge opens
response_global,G(( table_is_brown & bar_is_up ) -> F( engine_stops | bridge_opens )),"eventually, the engine stops or the bridge opens after both the table is brown and the bar is up"
response_global,G(( motorbike_has_started & bar_is_up ) -> F( elevator_falls | bar_is_closing )),it will happen that the elevator falls or the bar is closing after a motorbike has started and the bar is up
response_global,G(( engine_breaks & motorbike_is_driven ) -> F( elevator_rises | motorbike_is_driven )),at a certain moment the elevator rises or a motorbike is driven after both the engine breaks and the motorbike is driven
response_global,G(( brake_is_released & escalator_is_blocked ) -> F( engine_breaks & constructor_creates_instances )),"whenever both the brake is released and the escalator is blocked then eventually, both the engine breaks and a constructor creates instances"
response_global,G(( manager_collect_claims & house_is_built ) -> F( table_is_brown | engine_stops )),"as both the manager collect claims and the house is built, eventually, the table is brown or the engine stops"
response_global,G(( escalator_moves | bar_is_closing ) -> F( bar_is_down & car_starts )),"as either the escalator moves or the bar is closing, at a certain moment both the bar is down and the car starts"
response_global,G(( semaphore_is_green | elevator_falls ) -> F( manager_handles_requests & train_derails )),it is going to happen that the manager handles requests and the train derails after a semaphore is green or an elevator falls
response_global,G(( house_is_open & elevator_rises ) -> F( motorbike_falls_down & train_stops )),if both the house is open and an elevator rises then at some point in time a motorbike falls down and a train stops
response_global,G(( manager_collect_claims & elevator_is_blocked ) -> F( bar_is_up | bridge_closes )),every time a manager collect claims and an elevator is blocked then at some point in time the bar is up or a bridge closes
response_global,G(( engine_breaks | train_has_been_launched ) -> F( motorbike_has_started & bar_is_up )),if the engine breaks or a train has been launched then at a certain moment the motorbike has started and the bar is up
response_global,G(( car_starts & engine_starts ) -> F( semaphore_is_yellow & engine_starts )),"after a car starts and the engine starts, sooner or later the semaphore is yellow and the engine starts"
response_global,G(( sensor_captures_data & escalator_speeds_up ) -> F( elevator_falls & house_is_built )),if the sensor captures data and the escalator speeds up then in the future the elevator falls and the house is built
response_global,G(( escalator_moves | train_has_arrived ) -> F( bar_is_up | bridge_closes )),if either the escalator moves or the train has arrived then sooner or later either the bar is up or the bridge closes
response_global,G(( house_is_built | motorbike_falls_down ) -> F( elevator_is_blocked | escalator_moves )),"after a house is built or a motorbike falls down, at a certain moment an elevator is blocked or the escalator moves"
response_global,G(( semaphore_is_broken & motorbike_catches_fire ) -> F( motorbike_falls_down | constructor_creates_instances )),every time both a semaphore is broken and the motorbike catches fire then in the future either the motorbike falls down or the constructor creates instances
response_global,G(( house_is_built & train_stops ) -> F( table_is_brown & bar_is_up )),always when the house is built and a train stops then sooner or later both a table is brown and the bar is up
response_global,G(( train_is_crossing & elevator_rises ) -> F( escalator_moves | bar_is_closing )),if both the train is crossing and an elevator rises then in the future the escalator moves or the bar is closing
response_global,G(( table_is_brown | elevator_rises ) -> F( elevator_rises | motorbike_is_driven )),whenever a table is brown or the elevator rises then at a certain moment an elevator rises or a motorbike is driven
response_global,G(( escalator_speeds_up | bar_has_to_be_repaired ) -> F( engine_stops & sensor_retrieves_data )),always when the escalator speeds up or the bar has to be repaired then it will happen that the engine stops and the sensor retrieves data
response_global,G(( motorbike_has_stopped | engine_stops ) -> F( train_has_been_launched & semaphore_is_red )),whenever either a motorbike has stopped or the engine stops then at some point a train has been launched and the semaphore is red
response_global,G(( table_is_old | elevator_is_blocked ) -> F( elevator_falls | train_derails )),"as the table is old or the elevator is blocked, finally, either an elevator falls or the train derails"
response_global,G(( bar_is_down | semaphore_is_broken ) -> F( elevator_is_open | house_is_open )),if either the bar is down or the semaphore is broken then at a certain moment an elevator is open or the house is open
response_global,G(( table_is_brown & escalator_speeds_up ) -> F( motorbike_catches_fire | semaphore_is_broken )),every time the table is brown and the escalator speeds up then at a certain moment either a motorbike catches fire or the semaphore is broken
