pair_type,ltl,en
response_global,G(( TbsQzJmCEibbj ) -> F( _Geepv )),"after TbsQzJmCEibbj, at some point in time _Geepv"
response_global,G(( kAsXnBJvYGff ) -> F( jwCFf_oFLh & xiuqkI )),every time kAsXnBJvYGff then it will happen that jwCFf_oFLh and xiuqkI
response_global,G(( MRhUKRR & qvZWIPMZXjonpar ) -> F( HrwcsIs )),whenever both MRhUKRR and qvZWIPMZXjonpar then at some point HrwcsIs
response_global,G(( COiLesLmK & ki_oMnoy ) -> F( _LiwqHkMz & ZievGHUzQsIGJh )),if COiLesLmK and ki_oMnoy then it will happen that both _LiwqHkMz and ZievGHUzQsIGJh
response_global,G(( vExQjBxeFYeNSk | wrpUeMicNeUNmHc ) -> F( hVjtZpACi & OsPzeNcOEXcRo )),it will happen that both hVjtZpACi and OsPzeNcOEXcRo after vExQjBxeFYeNSk or wrpUeMicNeUNmHc
response_global,G(( FhKLdC ) -> F( EONnLIJdB )),if FhKLdC then it will happen that EONnLIJdB
response_global,G(( HsCTmfAufUXaJ | _EmUWDfoj ) -> F( W_lmJbyX & TielbWpFJwBXiBv )),"after either HsCTmfAufUXaJ or _EmUWDfoj, at some point both W_lmJbyX and TielbWpFJwBXiBv"
response_global,G(( PHrEznbTaql | PwJJrQv ) -> F( pOHIod & rkXuBIU )),"if either PHrEznbTaql or PwJJrQv then finally, both pOHIod and rkXuBIU"
response_global,G(( wji_SVMpfD & ROYUZ ) -> F( ZTBKrhRk | TtcAEJ )),"whenever both wji_SVMpfD and ROYUZ then eventually, either ZTBKrhRk or TtcAEJ"
response_global,G(( hLBCCRPm ) -> F( QoESVfkTxTzteFM )),whenever hLBCCRPm then it will happen that QoESVfkTxTzteFM
response_global,G(( vQZGqJDxawwJo ) -> F( YzUstpfUIGQ )),whenever vQZGqJDxawwJo then at some point YzUstpfUIGQ
response_global,G(( GRtcuHXsmWRtjWa | _xUeYYtIxsKtaS ) -> F( TEgSrSx | jMWVUlLEtgie )),every time either GRtcuHXsmWRtjWa or _xUeYYtIxsKtaS then at some point either TEgSrSx or jMWVUlLEtgie
response_global,G(( HwrgOmxViGafW & xTCoLPkR ) -> F( ZaJkgmkAlwKlFT | oYJHQkCq )),"always when both HwrgOmxViGafW and xTCoLPkR then finally, ZaJkgmkAlwKlFT or oYJHQkCq"
response_global,G(( suEjpLep ) -> F( xluum & _IPXAlHxM )),"after suEjpLep, it is going to happen that xluum and _IPXAlHxM"
response_global,G(( fdjffGXZTRv ) -> F( NGAgluBWGi )),"as fdjffGXZTRv, at some point NGAgluBWGi"
response_global,G(( BBLfUwyCrtkv ) -> F( SvxjwnAoEeThIQ & ejEkOcIUY )),whenever BBLfUwyCrtkv then in the future SvxjwnAoEeThIQ and ejEkOcIUY
response_global,G(( aEYzsl | KTZgY ) -> F( cBdlFNLNktO | WRzAZPmHRvFU )),it will happen that cBdlFNLNktO or WRzAZPmHRvFU after either aEYzsl or KTZgY
response_global,G(( DewjAm ) -> F( SLoxVkS | Dz_HkVIoU )),"eventually, SLoxVkS or Dz_HkVIoU after DewjAm"
response_global,G(( JsrPiYy ) -> F( hGYMyUZefadCnNk )),if JsrPiYy then at some point hGYMyUZefadCnNk
response_global,G(( HsEyrgThivKL | wkOGhPhcequyvI ) -> F( TUpggi & rctBIZJCBDISUPW )),"if either HsEyrgThivKL or wkOGhPhcequyvI then eventually, both TUpggi and rctBIZJCBDISUPW"
response_global,G(( lEisY_tuJRifa ) -> F( VrelHVu )),"as lEisY_tuJRifa, sooner or later VrelHVu"
response_global,G(( gDuxhk | PdRQYnmSIehPE ) -> F( WrXyLyyXa )),always when either gDuxhk or PdRQYnmSIehPE then at some point WrXyLyyXa
response_global,G(( PgYtGJC | qRlMuko ) -> F( WJIxBIRoZmKooKf )),"as PgYtGJC or qRlMuko, at some point WJIxBIRoZmKooKf"
response_global,G(( ePpjJvzkcYTvzaR ) -> F( QGMSGgoB | sKMPWNguY )),every time ePpjJvzkcYTvzaR then in the future either QGMSGgoB or sKMPWNguY
response_global,G(( tDekNR | getMdVKgfr ) -> F( CjLKub )),always when tDekNR or getMdVKgfr then it will happen that CjLKub
response_global,G(( fqwmLson & DwMyDDx ) -> F( UUFRaCcJaKgzDR | WANZEYkcJHWf )),"as fqwmLson and DwMyDDx, at some point UUFRaCcJaKgzDR or WANZEYkcJHWf"
response_global,G(( DsAcFRFbiLdHr & CmxPHfSdLMRn ) -> F( kaxsPMDgYeNSnad )),always when DsAcFRFbiLdHr and CmxPHfSdLMRn then at some point in time kaxsPMDgYeNSnad
response_global,G(( ueXcPyyGUNBQO | cqNVYlvol_NAY ) -> F( CYgEBS | vYeGlCJhEHWejP )),at some point either CYgEBS or vYeGlCJhEHWejP after ueXcPyyGUNBQO or cqNVYlvol_NAY
response_global,G(( fiOvbZgpxeXLD | gjzweMS ) -> F( kAfBzwN_NmNVKB & mqcAD )),"after either fiOvbZgpxeXLD or gjzweMS, finally, both kAfBzwN_NmNVKB and mqcAD"
response_global,G(( h_ZPbl ) -> F( yvyKwGNFKsXJWXA )),always when h_ZPbl then sooner or later yvyKwGNFKsXJWXA
response_global,G(( _WJEeGgoD & w_frwa ) -> F( ZlxDjPtH )),"after both _WJEeGgoD and w_frwa, it is going to happen that ZlxDjPtH"
response_global,G(( qHkSaJo | WTJdaxeionPXA ) -> F( yOnipFjiJ & eioRUoUXrt )),"always when qHkSaJo or WTJdaxeionPXA then eventually, yOnipFjiJ and eioRUoUXrt"
response_global,G(( YrwfQsifU | xkkQLSgKmhFBC ) -> F( DFUsng )),whenever YrwfQsifU or xkkQLSgKmhFBC then at a certain moment DFUsng
response_global,G(( dLbQOmKDnoVzXs ) -> F( boACuJbwsGRJx & CKrjTq_GYigbBtH )),"after dLbQOmKDnoVzXs, at a certain moment both boACuJbwsGRJx and CKrjTq_GYigbBtH"
response_global,G(( WcDvPMsQKsi & OVqrBdFAy ) -> F( slsigqm )),every time both WcDvPMsQKsi and OVqrBdFAy then sooner or later slsigqm
response_global,G(( PZFDgxxv & VIuzWMmnrIUG ) -> F( vXqhK )),if both PZFDgxxv and VIuzWMmnrIUG then in the future vXqhK
response_global,G(( naTjhzwRfOWQ | KLiTUgD ) -> F( nE_IgcCatw | bLWPCnJeTTDzT )),"after naTjhzwRfOWQ or KLiTUgD, finally, nE_IgcCatw or bLWPCnJeTTDzT"
response_global,G(( kTHfXViUMQ ) -> F( uMndoxN )),"as kTHfXViUMQ, at a certain moment uMndoxN"
response_global,G(( mbincMwPNAV ) -> F( UBJGAlJHBri )),"as mbincMwPNAV, it will happen that UBJGAlJHBri"
response_global,G(( WaIaShsxu | zMUufr ) -> F( QTJDQFFhYpJuiCX | maAiTQH )),it is going to happen that QTJDQFFhYpJuiCX or maAiTQH after either WaIaShsxu or zMUufr
response_global,G(( DcSWsmm_koEx & NmddXJRczl ) -> F( pFRgZ )),"after both DcSWsmm_koEx and NmddXJRczl, in the future pFRgZ"
response_global,G(( uBmaEOTLb ) -> F( zcWmJtHro )),"as uBmaEOTLb, at some point in time zcWmJtHro"
response_global,G(( wYfLZIaRro & qNLHOtNpv ) -> F( QOemzHQQNOuF_ )),always when wYfLZIaRro and qNLHOtNpv then it is going to happen that QOemzHQQNOuF_
response_global,G(( YpQpgnN ) -> F( gBupMlW | gaNwA )),"as YpQpgnN, finally, gBupMlW or gaNwA"
response_global,G(( ilkDOhxN | MGkTPnctzbugmmu ) -> F( QRqqJtiO & Qz_ckucBtx )),always when ilkDOhxN or MGkTPnctzbugmmu then it is going to happen that both QRqqJtiO and Qz_ckucBtx
response_global,G(( BXTyrpS & _YciHpS ) -> F( roGeTO & aEZxOrX )),always when BXTyrpS and _YciHpS then at some point in time both roGeTO and aEZxOrX
response_global,G(( cuTPXeBYZcLGbtu | BNOeOtXXz ) -> F( YGorrreYjZzrJci & bHANqCGVR )),at some point YGorrreYjZzrJci and bHANqCGVR after cuTPXeBYZcLGbtu or BNOeOtXXz
response_global,G(( WCUqIVjJUh ) -> F( uMlyjafiuXo & TAhbE )),always when WCUqIVjJUh then in the future both uMlyjafiuXo and TAhbE
response_global,G(( fNglLRfaTE ) -> F( grLYaiNJ )),"eventually, grLYaiNJ after fNglLRfaTE"
response_global,G(( YAJbzpnKGsFK ) -> F( dIuPjE & TJlwrNbQGGwg )),"after YAJbzpnKGsFK, it will happen that both dIuPjE and TJlwrNbQGGwg"
response_global,G(( k_kMwTqd | dblBQ_J ) -> F( CjYKPOVJ )),"whenever either k_kMwTqd or dblBQ_J then finally, CjYKPOVJ"
response_global,G(( PHcshKGICg ) -> F( XRkWFeOsCGX )),always when PHcshKGICg then at a certain moment XRkWFeOsCGX
response_global,G(( JqUdNcVfNWNL_ & JALLYKLxzwP ) -> F( vTdHHObo | pbpfzK )),"after both JqUdNcVfNWNL_ and JALLYKLxzwP, finally, vTdHHObo or pbpfzK"
response_global,G(( ucPmVyIgwD ) -> F( EcJsN )),"after ucPmVyIgwD, finally, EcJsN"
response_global,G(( wfI_ko_GWU_R ) -> F( lqoNIwnHUin & ezxuYfaRbsDz )),"as wfI_ko_GWU_R, at some point in time both lqoNIwnHUin and ezxuYfaRbsDz"
response_global,G(( jGuliapnTzl | ICFWzvMTD ) -> F( egjVtcxXgdu )),"as either jGuliapnTzl or ICFWzvMTD, at some point egjVtcxXgdu"
response_global,G(( YaAjlkbC & BAiIUgXp ) -> F( BggYYLeVe )),"always when YaAjlkbC and BAiIUgXp then eventually, BggYYLeVe"
response_global,G(( _SHangDKT | rS_MVomi ) -> F( NOzJmYTbNCoaPz )),"if _SHangDKT or rS_MVomi then finally, NOzJmYTbNCoaPz"
response_global,G(( fTkQpvWsxJvbbj & DIaoC ) -> F( PharviVxd | QyZgSgj )),"as fTkQpvWsxJvbbj and DIaoC, in the future either PharviVxd or QyZgSgj"
response_global,G(( HZ_uIiojyrd | YtRzRdHGsE ) -> F( hwaN__NetIOkGM_ & cCCBBZqwKj )),if either HZ_uIiojyrd or YtRzRdHGsE then sooner or later hwaN__NetIOkGM_ and cCCBBZqwKj
response_global,G(( OEvCcKWxj | dOizDyHAjNi ) -> F( rcMO_DXkT | PuNDTvBPy )),if either OEvCcKWxj or dOizDyHAjNi then at a certain moment either rcMO_DXkT or PuNDTvBPy
response_global,G(( VSzDtENl ) -> F( rNhxd )),at a certain moment rNhxd after VSzDtENl
response_global,G(( yZfaPmGbkJcWWR & GbHUitbArLxpvHS ) -> F( nPYO_mpXAtd )),"after both yZfaPmGbkJcWWR and GbHUitbArLxpvHS, finally, nPYO_mpXAtd"
response_global,G(( zBopIYiTBx | LY_huMAPiAzoc ) -> F( imyIupd | hQ_Mqxb )),if zBopIYiTBx or LY_huMAPiAzoc then at a certain moment imyIupd or hQ_Mqxb
response_global,G(( vUcWpRbUJrldVr ) -> F( CMKOuiogWkby )),"as vUcWpRbUJrldVr, eventually, CMKOuiogWkby"
response_global,G(( JzrMFqi ) -> F( Nppgyprx )),whenever JzrMFqi then at some point Nppgyprx
response_global,G(( KkxWMCdRiCrXTIG | LfbTqcyDM ) -> F( kVcH_uJ )),whenever either KkxWMCdRiCrXTIG or LfbTqcyDM then at a certain moment kVcH_uJ
response_global,G(( FDzi_cazYASuQV ) -> F( HwPnW )),every time FDzi_cazYASuQV then it will happen that HwPnW
response_global,G(( PXRxXMH & dNBhEwTMMbXuNM ) -> F( PKEocljmlwCNyu & amqQgkMxY )),if PXRxXMH and dNBhEwTMMbXuNM then it will happen that both PKEocljmlwCNyu and amqQgkMxY
response_global,G(( RijoeM ) -> F( CdBmU )),whenever RijoeM then at a certain moment CdBmU
response_global,G(( VMXvWFHPbvXcsjS ) -> F( FFPfqncaoncHuSw )),at a certain moment FFPfqncaoncHuSw after VMXvWFHPbvXcsjS
response_global,G(( adcjNjvPBO ) -> F( phWuvQ )),every time adcjNjvPBO then it will happen that phWuvQ
response_global,G(( AyCNUQE & QbmnCH_Tbxi ) -> F( jlxkNchIJRY & qjBzht )),if AyCNUQE and QbmnCH_Tbxi then sooner or later both jlxkNchIJRY and qjBzht
response_global,G(( QfEJUoSempvj ) -> F( OjsuGPfynJnuf & OYAHMA )),"if QfEJUoSempvj then finally, both OjsuGPfynJnuf and OYAHMA"
response_global,G(( ArTbIswEWONF | pfpWKcbmYmTiRN ) -> F( ZDznyEupyc )),whenever either ArTbIswEWONF or pfpWKcbmYmTiRN then at a certain moment ZDznyEupyc
response_global,G(( CbAnFDLjUCCstWG ) -> F( oGutV | EWEakpZqO )),whenever CbAnFDLjUCCstWG then at a certain moment oGutV or EWEakpZqO
response_global,G(( ghDsYfzLl & IN_WZswcgoaNe ) -> F( pPHmunzhVfiCxi )),always when both ghDsYfzLl and IN_WZswcgoaNe then at a certain moment pPHmunzhVfiCxi
response_global,G(( pomUNrBZDE ) -> F( OYRSQNRzdoKp & vNDrutp )),every time pomUNrBZDE then in the future both OYRSQNRzdoKp and vNDrutp
response_global,G(( FvAIB ) -> F( eCyeZf & iUUkvCz_g )),if FvAIB then in the future eCyeZf and iUUkvCz_g
response_global,G(( HGTLPwLiOG ) -> F( tuHVjsfe )),always when HGTLPwLiOG then at a certain moment tuHVjsfe
response_global,G(( dAoGxuKdwKbG ) -> F( QvufnsYoP_aDInW )),always when dAoGxuKdwKbG then it will happen that QvufnsYoP_aDInW
response_global,G(( GcWvGAHYoaqo ) -> F( niDYBpAG )),every time GcWvGAHYoaqo then at a certain moment niDYBpAG
response_global,G(( RVIzILp | ZGBdysRM ) -> F( BJlJLGZmx )),every time either RVIzILp or ZGBdysRM then in the future BJlJLGZmx
response_global,G(( VoerVOOSVVGsu | _BYUZnD_tkPs ) -> F( EmmIrXsg_moGc | wjpMQPOPlcnGeE )),"every time VoerVOOSVVGsu or _BYUZnD_tkPs then finally, either EmmIrXsg_moGc or wjpMQPOPlcnGeE"
response_global,G(( LYnCF ) -> F( ZxmCQQwGl )),if LYnCF then at a certain moment ZxmCQQwGl
response_global,G(( WNbZRvuDf_d ) -> F( tqqvnQn )),"after WNbZRvuDf_d, at a certain moment tqqvnQn"
response_global,G(( AKzYBDy | FogSRQq ) -> F( Tquvo )),always when either AKzYBDy or FogSRQq then at some point Tquvo
response_global,G(( uXkrzMYLKa ) -> F( noqPJvNzFMpgdj )),whenever uXkrzMYLKa then in the future noqPJvNzFMpgdj
response_global,G(( tfspZ ) -> F( anGAck | pXnbYiUiPdqYV )),whenever tfspZ then in the future anGAck or pXnbYiUiPdqYV
response_global,G(( rlHXgYoU | PWUejLwDtd ) -> F( mpCSbpUiY | LgultJFP )),"after rlHXgYoU or PWUejLwDtd, in the future mpCSbpUiY or LgultJFP"
response_global,G(( mLnMVLBCwXzJZH ) -> F( VSnqxbbkxEyzWv | GWDTypuVTBZp )),if mLnMVLBCwXzJZH then at a certain moment either VSnqxbbkxEyzWv or GWDTypuVTBZp
response_global,G(( kXMcnqvtBKKH | xfL_PmLU ) -> F( RoElcMKgGEz )),"as either kXMcnqvtBKKH or xfL_PmLU, in the future RoElcMKgGEz"
response_global,G(( MORrcnOEJ & NRAWuXirFX ) -> F( EnIoHJeW & HOtcfkWayRKOnfa )),"after MORrcnOEJ and NRAWuXirFX, sooner or later EnIoHJeW and HOtcfkWayRKOnfa"
response_global,G(( UcZBNNyC_dhsOl ) -> F( fRDGCVH )),if UcZBNNyC_dhsOl then sooner or later fRDGCVH
response_global,G(( IsbReNrk | qOzjFiYfZYjI ) -> F( QzBjSlK )),at some point in time QzBjSlK after IsbReNrk or qOzjFiYfZYjI
response_global,G(( eeYKruPfwj_zpl ) -> F( VIwRIkqoX | alRzWXjrmuc )),if eeYKruPfwj_zpl then at some point VIwRIkqoX or alRzWXjrmuc
response_global,G(( oOjIhqXKdnt | nrgALzH ) -> F( UGNNpnwww )),"whenever either oOjIhqXKdnt or nrgALzH then eventually, UGNNpnwww"
response_global,G(( RDdqkOFXHRkVW ) -> F( VLJxyCVIpcms )),if RDdqkOFXHRkVW then in the future VLJxyCVIpcms
response_global,G(( KWvBtJftxb ) -> F( vtftKPIT & SnPafwPFty )),"after KWvBtJftxb, at some point vtftKPIT and SnPafwPFty"
response_global,G(( uXGAsZEfnD ) -> F( VDRGccHPGZHCgpD )),"after uXGAsZEfnD, sooner or later VDRGccHPGZHCgpD"
response_global,G(( GztiCeCE ) -> F( QOpeyykd & sVoigxKN )),every time GztiCeCE then at some point in time both QOpeyykd and sVoigxKN
response_global,G(( WPlXHwJhYBds ) -> F( AEqCSsGhoSlZIv )),it is going to happen that AEqCSsGhoSlZIv after WPlXHwJhYBds
response_global,G(( _uXwR_pXZfsoWE ) -> F( qxREiqujcmWqZG | DADQnGq )),every time _uXwR_pXZfsoWE then at some point qxREiqujcmWqZG or DADQnGq
response_global,G(( mBObfPOLtZwRgq & OiQchuhN ) -> F( yUxJqQrFQNumux | mhdkUQxIPNMjyke )),if mBObfPOLtZwRgq and OiQchuhN then in the future yUxJqQrFQNumux or mhdkUQxIPNMjyke
response_global,G(( eGfdpGIPLinun & pOFeNDwq ) -> F( nM_C_C )),"as eGfdpGIPLinun and pOFeNDwq, eventually, nM_C_C"
response_global,G(( ePtrqPDataW | qcMMXuSsHSWYnut ) -> F( JPUaBVuSs )),it will happen that JPUaBVuSs after ePtrqPDataW or qcMMXuSsHSWYnut
response_global,G(( PYXrQRG ) -> F( wWqdrmcfnRDX )),it is going to happen that wWqdrmcfnRDX after PYXrQRG
response_global,G(( FIlzhMtJtef ) -> F( rsxdYAAlOmXkqWr )),whenever FIlzhMtJtef then it is going to happen that rsxdYAAlOmXkqWr
response_global,G(( k_BaqOViq_BSY | efrvdtREZj ) -> F( irApJsGKETDYFLY | RxqFUnu )),"after k_BaqOViq_BSY or efrvdtREZj, at some point in time either irApJsGKETDYFLY or RxqFUnu"
response_global,G(( XvPsv | soHNXaHS ) -> F( aXxTzZuGsUyXgs )),it is going to happen that aXxTzZuGsUyXgs after either XvPsv or soHNXaHS
response_global,G(( YiPZizX & rQouLfjIccbe ) -> F( dnhZmuGCslVj )),"as both YiPZizX and rQouLfjIccbe, in the future dnhZmuGCslVj"
response_global,G(( JknWjSvA ) -> F( QbFoJIcNDmK )),whenever JknWjSvA then in the future QbFoJIcNDmK
response_global,G(( sFEVvKcZKqTTDoW ) -> F( YVHLb | uBTXEjxVa )),if sFEVvKcZKqTTDoW then at some point YVHLb or uBTXEjxVa
response_global,G(( Y_HeLARfvHVFmky | zJlX_rXeles ) -> F( pQVUIfFhzOg_a )),"after Y_HeLARfvHVFmky or zJlX_rXeles, at some point pQVUIfFhzOg_a"
response_global,G(( XVWQOxplC ) -> F( nUluGFqZsaxI | dSkYqpB_q )),"if XVWQOxplC then eventually, either nUluGFqZsaxI or dSkYqpB_q"
response_global,G(( lRFSWE_ & ojqkaHZPsw ) -> F( lUklfkyELxPBjbb & ZhcchQ )),every time lRFSWE_ and ojqkaHZPsw then in the future lUklfkyELxPBjbb and ZhcchQ
response_global,G(( ZjVDb_MZrpjQnAQ ) -> F( jcrugS_vx )),it will happen that jcrugS_vx after ZjVDb_MZrpjQnAQ
response_global,G(( SLKQggdL | jRCbKvgTbFs ) -> F( xKlsgoxNNhaArl & yxHlRqIWMoYPUY )),every time SLKQggdL or jRCbKvgTbFs then at some point in time xKlsgoxNNhaArl and yxHlRqIWMoYPUY
response_global,G(( WkegFKq ) -> F( tYwQnM & KLEbEyE )),every time WkegFKq then at some point in time both tYwQnM and KLEbEyE
response_global,G(( AIbr_VVUqTwanQ & nkVCf ) -> F( ckYITWCBggRE )),"every time AIbr_VVUqTwanQ and nkVCf then finally, ckYITWCBggRE"
response_global,G(( _FfmZbCcPkGDG ) -> F( HnWebjGXmcDdLL | ShbDgOGaijRbo )),whenever _FfmZbCcPkGDG then it will happen that either HnWebjGXmcDdLL or ShbDgOGaijRbo
response_global,G(( bkYVNSlJy | FkVoiNHQ ) -> F( QHmGRcMO )),"as bkYVNSlJy or FkVoiNHQ, it is going to happen that QHmGRcMO"
response_global,G(( kTaBlROlwpND ) -> F( DQRUlO & QwgfurmdUSXeK )),always when kTaBlROlwpND then at some point both DQRUlO and QwgfurmdUSXeK
response_global,G(( zWilvv & yNhLfKp ) -> F( gsSsxFGRRoIQf & wRhKAp )),every time both zWilvv and yNhLfKp then sooner or later both gsSsxFGRRoIQf and wRhKAp
response_global,G(( YHnGQlIRRlIwuf & zhrfv ) -> F( cBQIAUdXy & pTCrJ_RTfO )),"eventually, cBQIAUdXy and pTCrJ_RTfO after both YHnGQlIRRlIwuf and zhrfv"
response_global,G(( owXDW ) -> F( cDHAwzSq & BaOhbIgg )),it will happen that both cDHAwzSq and BaOhbIgg after owXDW
response_global,G(( IVLeJGTLQNiibB ) -> F( llnbTo | AUrQWeggHY )),at some point either llnbTo or AUrQWeggHY after IVLeJGTLQNiibB
response_global,G(( jIHczkVMMH ) -> F( DMVGVLoRYwu & Fph_sz )),"after jIHczkVMMH, sooner or later both DMVGVLoRYwu and Fph_sz"
response_global,G(( rbZFffMF ) -> F( VrpNyxmpLjGBbq & qXxEfQvEdute )),at some point in time VrpNyxmpLjGBbq and qXxEfQvEdute after rbZFffMF
response_global,G(( dgvxdlYOrsmJHMu & rnEgTZedyhk ) -> F( dy_daNazYX | SGEmV )),"every time dgvxdlYOrsmJHMu and rnEgTZedyhk then eventually, dy_daNazYX or SGEmV"
response_global,G(( PORclkzzsbEAWbp & PTtEeb ) -> F( wRdlGdQlb )),at a certain moment wRdlGdQlb after PORclkzzsbEAWbp and PTtEeb
response_global,G(( oHuFIfmBMF | WXlHA_VwErcN ) -> F( vwLWso & DHOoVbv )),always when either oHuFIfmBMF or WXlHA_VwErcN then in the future both vwLWso and DHOoVbv
response_global,G(( mvMYtpYq_pTO & VGfqHHnuPZ ) -> F( VqEfki_BAKLVrP )),"eventually, VqEfki_BAKLVrP after mvMYtpYq_pTO and VGfqHHnuPZ"
response_global,G(( DlBwIyAWCJT ) -> F( lqobYIWvajGUpDc | hrQAbWDjt )),"finally, lqobYIWvajGUpDc or hrQAbWDjt after DlBwIyAWCJT"
response_global,G(( ZsKwkjiqft ) -> F( IrVMgFLK | fuPxRnTleXa )),every time ZsKwkjiqft then at some point in time either IrVMgFLK or fuPxRnTleXa
response_global,G(( FlAmxSZX | DxvQDK ) -> F( vDmonXvlgUpCTZT | yAJgP )),if either FlAmxSZX or DxvQDK then it will happen that either vDmonXvlgUpCTZT or yAJgP
response_global,G(( xNEyHHTOk_zgUj | EXKzIp ) -> F( cRgwSHuqP_Tmpt )),if xNEyHHTOk_zgUj or EXKzIp then sooner or later cRgwSHuqP_Tmpt
response_global,G(( _XWJZvzNSvzkNN & Stpfe ) -> F( CoKeGvhcWyd | mqnfqBGiORmMLs )),"every time _XWJZvzNSvzkNN and Stpfe then finally, either CoKeGvhcWyd or mqnfqBGiORmMLs"
response_global,G(( WqXzNsWZE ) -> F( Aoymx | FWKML )),if WqXzNsWZE then at some point in time either Aoymx or FWKML
response_global,G(( bucPIveoqdn ) -> F( Z_AdvS )),if bucPIveoqdn then at some point in time Z_AdvS
response_global,G(( InPnBpEwhPxrnX & Nly_Cwqzu_ ) -> F( XUbiVNT )),every time InPnBpEwhPxrnX and Nly_Cwqzu_ then in the future XUbiVNT
response_global,G(( PcncPFjQsfXrZ & apwXSLWYHdhX ) -> F( HuJSZWHYoFdB )),"after PcncPFjQsfXrZ and apwXSLWYHdhX, eventually, HuJSZWHYoFdB"
response_global,G(( cVrwmdl ) -> F( dAJOltUrsVq | lEabpBDvpUjntGI )),every time cVrwmdl then sooner or later either dAJOltUrsVq or lEabpBDvpUjntGI
response_global,G(( LoFBoRnxSQPUu & oYhspVHohMyjg ) -> F( dlWegXmyw | Tqu_QeSUAHyfw )),every time both LoFBoRnxSQPUu and oYhspVHohMyjg then it is going to happen that either dlWegXmyw or Tqu_QeSUAHyfw
response_global,G(( Wdkou & uIdWrqf ) -> F( qhACC_uCJZVUnyj & JSf_QyjmSMbJr )),"after both Wdkou and uIdWrqf, sooner or later qhACC_uCJZVUnyj and JSf_QyjmSMbJr"
response_global,G(( mgXQprdqiZ ) -> F( rZcCFbNxmjKtD & UkgcAs_Opm )),"as mgXQprdqiZ, sooner or later rZcCFbNxmjKtD and UkgcAs_Opm"
response_global,G(( bvoqOwslPx & qThBNByFMCt ) -> F( bUhijkB & QFOmXE_ )),"as both bvoqOwslPx and qThBNByFMCt, it will happen that both bUhijkB and QFOmXE_"
response_global,G(( fbffq | EedywIrvOmoWt ) -> F( XTqAvSbIcwWPKLq | jmzBinFQPoC )),whenever either fbffq or EedywIrvOmoWt then at some point XTqAvSbIcwWPKLq or jmzBinFQPoC
response_global,G(( bxnTNpYmAts | IGpXGjXwuOvGFb ) -> F( WmpTzdZDFgfjJy & WLoaQB )),it will happen that WmpTzdZDFgfjJy and WLoaQB after bxnTNpYmAts or IGpXGjXwuOvGFb
response_global,G(( iGjhERHT & iiDtFb ) -> F( LplWw & _TyvHfVsVjd )),always when both iGjhERHT and iiDtFb then at a certain moment both LplWw and _TyvHfVsVjd
response_global,G(( ZOXsAHXrvJef | NcSbKjhOwZSG ) -> F( XhPoKjlOFZh | IOmYVgs )),"after either ZOXsAHXrvJef or NcSbKjhOwZSG, it will happen that XhPoKjlOFZh or IOmYVgs"
response_global,G(( bPDwJCKfT ) -> F( FG_YMEcEYoymxU )),"after bPDwJCKfT, finally, FG_YMEcEYoymxU"
response_global,G(( PDSZTukopNnGLw ) -> F( yJUgTmvBKrldD & mnctmuCDTfYS )),if PDSZTukopNnGLw then sooner or later both yJUgTmvBKrldD and mnctmuCDTfYS
response_global,G(( xjjnyJVus ) -> F( lTRFVJWETAbGy )),every time xjjnyJVus then at a certain moment lTRFVJWETAbGy
response_global,G(( wDTSUlxaxbWLM ) -> F( lYiCAAhx | ZLPPUEXVUYZA )),every time wDTSUlxaxbWLM then at some point in time lYiCAAhx or ZLPPUEXVUYZA
response_global,G(( jkOpSEu ) -> F( SUUSAFAL & TfWblCIJq )),"always when jkOpSEu then finally, SUUSAFAL and TfWblCIJq"
response_global,G(( C_lRrFNr_ ) -> F( nduMp )),"as C_lRrFNr_, at some point in time nduMp"
response_global,G(( RBlhOVf & dzzYAJh_e ) -> F( BnfBZmQ )),"as both RBlhOVf and dzzYAJh_e, it will happen that BnfBZmQ"
response_global,G(( nTxpBA | cwMBLX ) -> F( DWDqmoUpjJ | dK_DoSlnsLQ )),"after nTxpBA or cwMBLX, it will happen that either DWDqmoUpjJ or dK_DoSlnsLQ"
response_global,G(( _qzLDtpp ) -> F( JMczDhRNAxiFEGL | lkQnQE )),"always when _qzLDtpp then finally, either JMczDhRNAxiFEGL or lkQnQE"
response_global,G(( fLhZpzicDQvQBG ) -> F( xfpMRKKXEOYzW & ODuZmGLSCpFR )),at some point in time both xfpMRKKXEOYzW and ODuZmGLSCpFR after fLhZpzicDQvQBG
response_global,G(( lMzdoKJ ) -> F( Ciynn )),every time lMzdoKJ then sooner or later Ciynn
response_global,G(( XHQQOjXT | pFASCFvqXYTb ) -> F( qeuUrC_AT & ITrxDV )),"whenever either XHQQOjXT or pFASCFvqXYTb then eventually, qeuUrC_AT and ITrxDV"
response_global,G(( CmEFCAOhjMYME ) -> F( zCjl_yba )),"as CmEFCAOhjMYME, eventually, zCjl_yba"
response_global,G(( csdiNufdaGT ) -> F( rUPhy )),it is going to happen that rUPhy after csdiNufdaGT
response_global,G(( ukXCbDEVNuwzdNW ) -> F( tovIwJSH | qbYqXccfPK )),whenever ukXCbDEVNuwzdNW then at a certain moment tovIwJSH or qbYqXccfPK
response_global,G(( rlayujAhkXm ) -> F( fmQioDSqtfrnWmo | htLKvuSWIipI )),whenever rlayujAhkXm then at a certain moment fmQioDSqtfrnWmo or htLKvuSWIipI
